INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,WEB_MENU_CD,MENU_BAR_ID,TITLE_BAR_ID,TITLE_BAR_NAME,BACKGROUND_COLOR,IMAGE_FILE,TEXT_COLOR,TITLE_MENU_ATR,TITLE_MENU_CD,DISPLAY_ORDER
,,,,,,,,0,"000000000000","000000000000-0000","000","6810ec80-228c-42bc-96e1-86f263397134","fe0a5bf8-ed1d-4095-b650-6da7abdcad86","マスタ管理","#444444",,"#ffffff",0,"    ",1
,,,,,,,,0,"000000000000","000000000000-0000","001","df02dbc2-fded-4729-a4dc-5e7595a018b3","b9b7095f-4590-44bb-84f2-2d4be665d810","システム","#444444",,"#ffffff",0,"    ",1
,,,,,,,,0,"000000000000","000000000000-0000","001","df02dbc2-fded-4729-a4dc-5e7595a018b3","0efb9141-554a-4ae0-9a66-464cbcf58e53","個人情報","#444444",,"#FFFFFF",0,"    ",2
