INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,WEB_MENU_CD,TITLE_BAR_ID,MENU_BAR_ID,DISPLAY_ORDER,CODE,MENU_CLS,SYSTEM
,,,,,,,,0,"000000000000","000000000000-0000","001","0efb9141-554a-4ae0-9a66-464cbcf58e53","df02dbc2-fded-4729-a4dc-5e7595a018b3",1,"0273",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","0efb9141-554a-4ae0-9a66-464cbcf58e53","df02dbc2-fded-4729-a4dc-5e7595a018b3",2,"0015",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","0efb9141-554a-4ae0-9a66-464cbcf58e53","df02dbc2-fded-4729-a4dc-5e7595a018b3",3,"0016",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","0efb9141-554a-4ae0-9a66-464cbcf58e53","df02dbc2-fded-4729-a4dc-5e7595a018b3",4,"0021",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","0efb9141-554a-4ae0-9a66-464cbcf58e53","df02dbc2-fded-4729-a4dc-5e7595a018b3",5,"0000",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","0efb9141-554a-4ae0-9a66-464cbcf58e53","df02dbc2-fded-4729-a4dc-5e7595a018b3",6,"0019",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","0efb9141-554a-4ae0-9a66-464cbcf58e53","df02dbc2-fded-4729-a4dc-5e7595a018b3",7,"0020",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","41e9027c-4356-4f01-874f-91d5df72ad5d","df02dbc2-fded-4729-a4dc-5e7595a018b3",1,"0082",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","41e9027c-4356-4f01-874f-91d5df72ad5d","df02dbc2-fded-4729-a4dc-5e7595a018b3",2,"0057",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","41e9027c-4356-4f01-874f-91d5df72ad5d","df02dbc2-fded-4729-a4dc-5e7595a018b3",3,"0083",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","41e9027c-4356-4f01-874f-91d5df72ad5d","df02dbc2-fded-4729-a4dc-5e7595a018b3",4,"0000",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","41e9027c-4356-4f01-874f-91d5df72ad5d","df02dbc2-fded-4729-a4dc-5e7595a018b3",5,"0059",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","41e9027c-4356-4f01-874f-91d5df72ad5d","df02dbc2-fded-4729-a4dc-5e7595a018b3",6,"0063",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","41e9027c-4356-4f01-874f-91d5df72ad5d","df02dbc2-fded-4729-a4dc-5e7595a018b3",7,"0075",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","b6dfe0d0-8069-44c8-bee6-79854788f9f0","df02dbc2-fded-4729-a4dc-5e7595a018b3",1,"0002",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","b6dfe0d0-8069-44c8-bee6-79854788f9f0","df02dbc2-fded-4729-a4dc-5e7595a018b3",2,"0003",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","b6dfe0d0-8069-44c8-bee6-79854788f9f0","df02dbc2-fded-4729-a4dc-5e7595a018b3",3,"0004",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","b6dfe0d0-8069-44c8-bee6-79854788f9f0","df02dbc2-fded-4729-a4dc-5e7595a018b3",4,"0005",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","b6dfe0d0-8069-44c8-bee6-79854788f9f0","df02dbc2-fded-4729-a4dc-5e7595a018b3",5,"0000",0,0
,,,,,,,,0,"000000000000","000000000000-0000","001","b6dfe0d0-8069-44c8-bee6-79854788f9f0","df02dbc2-fded-4729-a4dc-5e7595a018b3",6,"0010",0,1
,,,,,,,,0,"000000000000","000000000000-0000","001","b6dfe0d0-8069-44c8-bee6-79854788f9f0","df02dbc2-fded-4729-a4dc-5e7595a018b3",7,"0007",0,1
,,,,,,,,0,"000000000000","000000000000-0000","001","b6dfe0d0-8069-44c8-bee6-79854788f9f0","df02dbc2-fded-4729-a4dc-5e7595a018b3",8,"0003",0,1
,,,,,,,,0,"000000000000","000000000000-0000","001","b6dfe0d0-8069-44c8-bee6-79854788f9f0","df02dbc2-fded-4729-a4dc-5e7595a018b3",9,"0019",0,1
