INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,OFFICE_HELPER_SYS_ATR,CTG_ID,CTG_NAME,CTG_SET,PERSON_SYS_ATR,ATTENDANCE_SYS_ATR,PAYROLL_SYS_ATR,FUNCTION_NO,FUNCTION_NAME,EXPLANATION,DISPLAY_ORDER,DEFAULT_VALUE,OUT_PERIOD_ATR,USE_DEADLINE_ATR
,,,,,,,,0,0,630,"月別実績",6,0,1,1,630,"月別実績表示名","月別実績説明",5,true,2,1
