INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,LAYOUT_ID,CID,LAYOUT_CD,LAYOUT_NAME
,,,,,,,,0,"000000000001","TEN1_COM0_000000000000000_NEW_LAYOUT","000000000001-0000","001","新規レイアウト"
