INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,PER_INFO_ITEM_DEFINITION_ID,PER_INFO_CTG_ID,DISPORDER,DISPLAY_ORDER
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00015_IS00075","TEN1_COM0_000000000000000000_CS00015",6,6
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00016_IS00076","TEN1_COM0_000000000000000000_CS00016",1,1
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00016_IS00077","TEN1_COM0_000000000000000000_CS00016",2,2
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00016_IS00078","TEN1_COM0_000000000000000000_CS00016",3,3
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00016_IS00079","TEN1_COM0_000000000000000000_CS00016",4,4
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00016_IS00080","TEN1_COM0_000000000000000000_CS00016",5,5
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00017_IS00081","TEN1_COM0_000000000000000000_CS00017",1,1
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00017_IS00082","TEN1_COM0_000000000000000000_CS00017",2,2
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00017_IS00083","TEN1_COM0_000000000000000000_CS00017",3,3
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00017_IS00084","TEN1_COM0_000000000000000000_CS00017",4,4
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00017_IS00085","TEN1_COM0_000000000000000000_CS00017",5,5
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00018_IS00086","TEN1_COM0_000000000000000000_CS00018",1,1
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00018_IS00087","TEN1_COM0_000000000000000000_CS00018",2,2
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00018_IS00088","TEN1_COM0_000000000000000000_CS00018",3,3
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00018_IS00089","TEN1_COM0_000000000000000000_CS00018",4,4
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00018_IS00098","TEN1_COM0_000000000000000000_CS00018",13,13
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00019_IS00101","TEN1_COM0_000000000000000000_CS00019",1,1
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00019_IS00102","TEN1_COM0_000000000000000000_CS00019",2,2
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00019_IS00103","TEN1_COM0_000000000000000000_CS00019",3,3
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00019_IS00104","TEN1_COM0_000000000000000000_CS00019",4,4
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00019_IS00105","TEN1_COM0_000000000000000000_CS00019",5,5
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00019_IS00106","TEN1_COM0_000000000000000000_CS00019",6,6
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00019_IS00107","TEN1_COM0_000000000000000000_CS00019",7,7
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00019_IS00108","TEN1_COM0_000000000000000000_CS00019",8,8
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00019_IS00109","TEN1_COM0_000000000000000000_CS00019",9,9
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00019_IS00110","TEN1_COM0_000000000000000000_CS00019",10,10
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00118","TEN1_COM0_000000000000000000_CS00020",1,1
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00119","TEN1_COM0_000000000000000000_CS00020",2,2
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00120","TEN1_COM0_000000000000000000_CS00020",3,3
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00252","TEN1_COM0_000000000000000000_CS00020",4,4
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00253","TEN1_COM0_000000000000000000_CS00020",5,5
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00260","TEN1_COM0_000000000000000000_CS00020",6,6
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00248","TEN1_COM0_000000000000000000_CS00020",7,7
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00249","TEN1_COM0_000000000000000000_CS00020",8,8
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00250","TEN1_COM0_000000000000000000_CS00020",9,9
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00251","TEN1_COM0_000000000000000000_CS00020",10,10
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00247","TEN1_COM0_000000000000000000_CS00020",11,11
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00258","TEN1_COM0_000000000000000000_CS00020",12,12
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00246","TEN1_COM0_000000000000000000_CS00020",13,13
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00259","TEN1_COM0_000000000000000000_CS00020",14,14
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00122","TEN1_COM0_000000000000000000_CS00020",15,15
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00121","TEN1_COM0_000000000000000000_CS00020",16,16
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00123","TEN1_COM0_000000000000000000_CS00020",17,17
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00124","TEN1_COM0_000000000000000000_CS00020",18,18
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00125","TEN1_COM0_000000000000000000_CS00020",19,19
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00127","TEN1_COM0_000000000000000000_CS00020",20,20
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00126","TEN1_COM0_000000000000000000_CS00020",21,21
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00129","TEN1_COM0_000000000000000000_CS00020",22,22
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00130","TEN1_COM0_000000000000000000_CS00020",23,23
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00131","TEN1_COM0_000000000000000000_CS00020",24,24
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00132","TEN1_COM0_000000000000000000_CS00020",25,25
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00133","TEN1_COM0_000000000000000000_CS00020",26,26
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00134","TEN1_COM0_000000000000000000_CS00020",27,27
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00135","TEN1_COM0_000000000000000000_CS00020",28,28
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00136","TEN1_COM0_000000000000000000_CS00020",29,29
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00137","TEN1_COM0_000000000000000000_CS00020",30,30
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00261","TEN1_COM0_000000000000000000_CS00020",31,31
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00128","TEN1_COM0_000000000000000000_CS00020",32,32
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00138","TEN1_COM0_000000000000000000_CS00020",33,33
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00139","TEN1_COM0_000000000000000000_CS00020",34,34
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00140","TEN1_COM0_000000000000000000_CS00020",35,35
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00141","TEN1_COM0_000000000000000000_CS00020",36,36
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00142","TEN1_COM0_000000000000000000_CS00020",37,37
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00143","TEN1_COM0_000000000000000000_CS00020",38,38
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00144","TEN1_COM0_000000000000000000_CS00020",39,39
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00145","TEN1_COM0_000000000000000000_CS00020",40,40
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00146","TEN1_COM0_000000000000000000_CS00020",41,41
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00156","TEN1_COM0_000000000000000000_CS00020",42,42
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00157","TEN1_COM0_000000000000000000_CS00020",43,43
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00158","TEN1_COM0_000000000000000000_CS00020",44,44
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00159","TEN1_COM0_000000000000000000_CS00020",45,45
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00160","TEN1_COM0_000000000000000000_CS00020",46,46
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00161","TEN1_COM0_000000000000000000_CS00020",47,47
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00162","TEN1_COM0_000000000000000000_CS00020",48,48
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00163","TEN1_COM0_000000000000000000_CS00020",49,49
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00164","TEN1_COM0_000000000000000000_CS00020",50,50
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00165","TEN1_COM0_000000000000000000_CS00020",51,51
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00166","TEN1_COM0_000000000000000000_CS00020",52,52
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00167","TEN1_COM0_000000000000000000_CS00020",53,53
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00168","TEN1_COM0_000000000000000000_CS00020",54,54
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00169","TEN1_COM0_000000000000000000_CS00020",55,55
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00170","TEN1_COM0_000000000000000000_CS00020",56,56
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00171","TEN1_COM0_000000000000000000_CS00020",57,57
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00172","TEN1_COM0_000000000000000000_CS00020",58,58
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00173","TEN1_COM0_000000000000000000_CS00020",59,59
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00174","TEN1_COM0_000000000000000000_CS00020",60,60
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00175","TEN1_COM0_000000000000000000_CS00020",61,61
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00176","TEN1_COM0_000000000000000000_CS00020",62,62
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00177","TEN1_COM0_000000000000000000_CS00020",63,63
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00178","TEN1_COM0_000000000000000000_CS00020",64,64
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00179","TEN1_COM0_000000000000000000_CS00020",65,65
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00180","TEN1_COM0_000000000000000000_CS00020",66,66
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00181","TEN1_COM0_000000000000000000_CS00020",67,67
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00182","TEN1_COM0_000000000000000000_CS00020",68,68
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00147","TEN1_COM0_000000000000000000_CS00020",69,69
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00148","TEN1_COM0_000000000000000000_CS00020",70,70
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00149","TEN1_COM0_000000000000000000_CS00020",71,71
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00150","TEN1_COM0_000000000000000000_CS00020",72,72
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00151","TEN1_COM0_000000000000000000_CS00020",73,73
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00152","TEN1_COM0_000000000000000000_CS00020",74,74
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00153","TEN1_COM0_000000000000000000_CS00020",75,75
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00154","TEN1_COM0_000000000000000000_CS00020",76,76
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00020_IS00155","TEN1_COM0_000000000000000000_CS00020",77,77
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00021_IS00254","TEN1_COM0_000000000000000000_CS00021",1,1
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00021_IS00255","TEN1_COM0_000000000000000000_CS00021",2,2
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00021_IS00256","TEN1_COM0_000000000000000000_CS00021",3,3
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00021_IS00257","TEN1_COM0_000000000000000000_CS00021",4,4
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00022_IS00262","TEN1_COM0_000000000000000000_CS00022",1,1
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00022_IS00263","TEN1_COM0_000000000000000000_CS00022",2,2
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00022_IS00264","TEN1_COM0_000000000000000000_CS00022",3,3
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00022_IS00265","TEN1_COM0_000000000000000000_CS00022",4,4
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00022_IS00266","TEN1_COM0_000000000000000000_CS00022",5,5
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00022_IS00267","TEN1_COM0_000000000000000000_CS00022",6,6
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00022_IS00268","TEN1_COM0_000000000000000000_CS00022",7,7
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00022_IS00269","TEN1_COM0_000000000000000000_CS00022",8,8
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00022_IS00270","TEN1_COM0_000000000000000000_CS00022",9,9
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00023_IS00271","TEN1_COM0_000000000000000000_CS00023",1,1
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00023_IS00272","TEN1_COM0_000000000000000000_CS00023",2,2
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00023_IS00273","TEN1_COM0_000000000000000000_CS00023",3,3
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00023_IS00274","TEN1_COM0_000000000000000000_CS00023",4,4
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00023_IS00275","TEN1_COM0_000000000000000000_CS00023",5,5
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00276","TEN1_COM0_000000000000000000_CS00024",1,1
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00277","TEN1_COM0_000000000000000000_CS00024",2,2
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00278","TEN1_COM0_000000000000000000_CS00024",3,3
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00279","TEN1_COM0_000000000000000000_CS00024",4,4
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00280","TEN1_COM0_000000000000000000_CS00024",5,5
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00281","TEN1_COM0_000000000000000000_CS00024",6,6
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00282","TEN1_COM0_000000000000000000_CS00024",7,7
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00283","TEN1_COM0_000000000000000000_CS00024",8,8
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00284","TEN1_COM0_000000000000000000_CS00024",9,9
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00285","TEN1_COM0_000000000000000000_CS00024",10,10
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00286","TEN1_COM0_000000000000000000_CS00024",11,11
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00287","TEN1_COM0_000000000000000000_CS00024",12,12
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00288","TEN1_COM0_000000000000000000_CS00024",13,13
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00289","TEN1_COM0_000000000000000000_CS00024",14,14
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00290","TEN1_COM0_000000000000000000_CS00024",15,15
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00291","TEN1_COM0_000000000000000000_CS00024",16,16
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00292","TEN1_COM0_000000000000000000_CS00024",17,17
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00293","TEN1_COM0_000000000000000000_CS00024",18,18
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00024_IS00294","TEN1_COM0_000000000000000000_CS00024",19,19
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00025_IS00295","TEN1_COM0_000000000000000000_CS00025",1,1
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00025_IS00296","TEN1_COM0_000000000000000000_CS00025",2,2
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00025_IS00297","TEN1_COM0_000000000000000000_CS00025",3,3
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00025_IS00298","TEN1_COM0_000000000000000000_CS00025",4,4
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00025_IS00299","TEN1_COM0_000000000000000000_CS00025",5,5
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00025_IS00300","TEN1_COM0_000000000000000000_CS00025",6,6
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00025_IS00301","TEN1_COM0_000000000000000000_CS00025",7,7
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00026_IS00302","TEN1_COM0_000000000000000000_CS00026",1,1
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00026_IS00303","TEN1_COM0_000000000000000000_CS00026",2,2
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00026_IS00304","TEN1_COM0_000000000000000000_CS00026",3,3
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00026_IS00305","TEN1_COM0_000000000000000000_CS00026",4,4
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00026_IS00306","TEN1_COM0_000000000000000000_CS00026",5,5
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00026_IS00307","TEN1_COM0_000000000000000000_CS00026",6,6
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00026_IS00308","TEN1_COM0_000000000000000000_CS00026",7,7
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00027_IS00309","TEN1_COM0_000000000000000000_CS00027",1,1
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00027_IS00310","TEN1_COM0_000000000000000000_CS00027",2,2
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00027_IS00311","TEN1_COM0_000000000000000000_CS00027",3,3
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00027_IS00312","TEN1_COM0_000000000000000000_CS00027",4,4
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00027_IS00313","TEN1_COM0_000000000000000000_CS00027",5,5
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00027_IS00314","TEN1_COM0_000000000000000000_CS00027",6,6
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00027_IS00315","TEN1_COM0_000000000000000000_CS00027",7,7
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00028_IS00316","TEN1_COM0_000000000000000000_CS00028",1,1
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00028_IS00317","TEN1_COM0_000000000000000000_CS00028",2,2
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00028_IS00318","TEN1_COM0_000000000000000000_CS00028",3,3
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00028_IS00319","TEN1_COM0_000000000000000000_CS00028",4,4
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00028_IS00320","TEN1_COM0_000000000000000000_CS00028",5,5
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00028_IS00321","TEN1_COM0_000000000000000000_CS00028",6,6
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00028_IS00322","TEN1_COM0_000000000000000000_CS00028",7,7
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00029_IS00323","TEN1_COM0_000000000000000000_CS00029",1,1
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00029_IS00324","TEN1_COM0_000000000000000000_CS00029",2,2
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00029_IS00325","TEN1_COM0_000000000000000000_CS00029",3,3
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00029_IS00326","TEN1_COM0_000000000000000000_CS00029",4,4
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00029_IS00327","TEN1_COM0_000000000000000000_CS00029",5,5
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00029_IS00328","TEN1_COM0_000000000000000000_CS00029",6,6
,,,,,,,,0,"000000000001","TEN1_COM0_0000000000_CS00029_IS00329","TEN1_COM0_000000000000000000_CS00029",7,7
