INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,BREAK_OF_SWITCH_ATR,AUTO_STAMP_REFLECT_ATR,ACTUAL_STAMP_PRIORITY_ATR,REFLECT_WORKING_TIME_ATR,GO_BACK_OUT_CORRECTION_ATR,AUTO_STAMP_FUTURE_DAY_ATR
,,,,,,,,0,"000000000000","000000000000-0000",0,0,0,0,0,0
