INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,COMMENT,DISP_36_ATR,FLEX_DISP_ATR,CHECK_ERR_REF_DISP,DAY_SELF_CHK,MON_SELF_CHK,DAY_SELF_CHK_ERROR,DAY_BOSS_CHK,MON_BOSS_CHK,DAY_BOSS_CHK_ERROR
,,,,,,,,"0","000000000000","000000000000-0000","","0","0","0","0","0","0","0","0","0"
