"INS_DATE","INS_CCD","INS_SCD","INS_PG","UPD_DATE","UPD_CCD","UPD_SCD","UPD_PG","EXCLUS_VER","CONTRACT_CD","CID","IS_MANAGE_S_PUB_HD","IS_MANAGE_WKP_PUB_HD","IS_MANAGE_EMP_PUB_HD"
,,,,,,,,"0","000000000000","000000000000-0000",false,false,false
