INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,JOB_TITLE_NOT_BOSS_CHECK,USE_DAILY_BOSS_CHECK,USE_MONTHLY_BOSS_CHECK,SUPERVISOR_CONFIRM_ERROR
,,,,,,,,"0","000000000000","000000000000-0000","20431e03-ca41-480e-9db6-5df72586d555","0","0","0"
