INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,ROLE_ID,REFER_FUTURE_DATE
,,,,,,,,0,"000000000000","ROLE_ID_8_000000000000-0000         ",0
