INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,UPPER_LIMIT_TIME,CID
,,,,,,,,0,"000000000000",900,"000000000000-0000"
