INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,HIST_ID,UNITPRICE_ATR,MEMO,WORKING_HOURS_UNITPRICE_ATR,UNITPRICE_SETTING_METHOD,UNIT_PRICE_ROUNDING,COST_UNIT,COST_ROUNDING
,,,,,,,,0,"000000000000","000000000000-0000","HIST_ITEM0_COM0_00000000000000000001",0,,0,0,0,0,0
