INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,AVAILABILITY_HD_ATR,AVAILABILITY_SHIFT_ATR,AVAILABILITY_TIMESHEET_ATR,FROM_NOTICE_DAYS,PERIOD_UNIT,DATE_SET_CLOSE_DAY,DATE_SET_CLOSE_IS_LAST_DAY,DATE_SET_DEADLINE_DAY,DATE_SET_DEADLINE_IS_LAST_DAY,DATE_SET_HD_UPPERLIMIT,WEEK_SET_START,WEEK_SET_DEADLINE_ATR,WEEK_SET_DEADLINE_WEEK
,,,,,,,,0,"000000000000","000000000000-0000",false,true,false,1,1,0,true,0,true,0,,,,
