INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,RECORD_DISPLAY_ATR,GOOGLE_MAP_USE_ATR,MAP_ADDRESS
,,,,,,,,"0","000000000000","000000000000-0000","0","0","https://www.google.co.jp/maps/place/"
