"INS_DATE","INS_CCD","INS_SCD","INS_PG","UPD_DATE","UPD_CCD","UPD_SCD","UPD_PG","EXCLUS_VER","CONTRACT_CD","CID","MANAGE_ATR","COMPENSATORY_DAY_OFF","SABSTITUTE_HOLIDAY","FUNDED_PAID_HOLIDAY"
,,,,,,,,"0","000000000000","000000000000-0000",false,"0","0","0"
