INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,HIST_ID,START_YMD,END_YMD
,,,,,,,,0,"000000000000","000000000000-0000","HIST_ITEM0_COM0_00000000000000000001","2000-1-1","9999-12-31"
