"INS_DATE","INS_CCD","INS_SCD","INS_PG","UPD_DATE","UPD_CCD","UPD_SCD","UPD_PG","EXCLUS_VER","CONTRACT_CD","CID","MANAGEMENT_YEARLY_ATR","LEAVE_AS_WORK_DAYS","NUMBER_OF_YEAR","MAX_NUMBER_OF_DAYS"
,,,,,,,,"0","000000000000","000000000000-0000","1","1","99","100"
