INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,SUP_NO,MAN_HR_ITEM_ID,CID,ATTENDANCE_ITEM_ID,CONTRACT_CD
,,,,,,,,0,15,24,"000000000000-0000",2545,"000000000000"
,,,,,,,,0,15,25,"000000000000-0000",2546,"000000000000"
,,,,,,,,0,15,26,"000000000000-0000",2547,"000000000000"
,,,,,,,,0,15,27,"000000000000-0000",2548,"000000000000"
,,,,,,,,0,15,28,"000000000000-0000",2549,"000000000000"
,,,,,,,,0,15,29,"000000000000-0000",2550,"000000000000"
,,,,,,,,0,16,1,"000000000000-0000",1079,"000000000000"
,,,,,,,,0,16,2,"000000000000-0000",1080,"000000000000"
,,,,,,,,0,16,3,"000000000000-0000",1965,"000000000000"
,,,,,,,,0,16,4,"000000000000-0000",1074,"000000000000"
,,,,,,,,0,16,5,"000000000000-0000",1075,"000000000000"
,,,,,,,,0,16,6,"000000000000-0000",1076,"000000000000"
,,,,,,,,0,16,7,"000000000000-0000",1077,"000000000000"
,,,,,,,,0,16,8,"000000000000-0000",1078,"000000000000"
,,,,,,,,0,16,10,"000000000000-0000",2551,"000000000000"
,,,,,,,,0,16,11,"000000000000-0000",2552,"000000000000"
,,,,,,,,0,16,12,"000000000000-0000",2553,"000000000000"
,,,,,,,,0,16,13,"000000000000-0000",2554,"000000000000"
,,,,,,,,0,16,14,"000000000000-0000",2555,"000000000000"
,,,,,,,,0,16,15,"000000000000-0000",2556,"000000000000"
,,,,,,,,0,16,16,"000000000000-0000",2557,"000000000000"
,,,,,,,,0,16,17,"000000000000-0000",2558,"000000000000"
,,,,,,,,0,16,18,"000000000000-0000",2559,"000000000000"
,,,,,,,,0,16,19,"000000000000-0000",2560,"000000000000"
,,,,,,,,0,16,20,"000000000000-0000",2561,"000000000000"
,,,,,,,,0,16,21,"000000000000-0000",2562,"000000000000"
,,,,,,,,0,16,22,"000000000000-0000",2563,"000000000000"
,,,,,,,,0,16,23,"000000000000-0000",2564,"000000000000"
,,,,,,,,0,16,24,"000000000000-0000",2565,"000000000000"
,,,,,,,,0,16,25,"000000000000-0000",2566,"000000000000"
,,,,,,,,0,16,26,"000000000000-0000",2567,"000000000000"
,,,,,,,,0,16,27,"000000000000-0000",2568,"000000000000"
,,,,,,,,0,16,28,"000000000000-0000",2569,"000000000000"
,,,,,,,,0,16,29,"000000000000-0000",2570,"000000000000"
,,,,,,,,0,17,1,"000000000000-0000",1089,"000000000000"
,,,,,,,,0,17,2,"000000000000-0000",1090,"000000000000"
,,,,,,,,0,17,3,"000000000000-0000",2009,"000000000000"
,,,,,,,,0,17,4,"000000000000-0000",1084,"000000000000"
,,,,,,,,0,17,5,"000000000000-0000",1085,"000000000000"
,,,,,,,,0,17,6,"000000000000-0000",1086,"000000000000"
,,,,,,,,0,17,7,"000000000000-0000",1087,"000000000000"
,,,,,,,,0,17,8,"000000000000-0000",1088,"000000000000"
,,,,,,,,0,17,10,"000000000000-0000",2571,"000000000000"
,,,,,,,,0,17,11,"000000000000-0000",2572,"000000000000"
,,,,,,,,0,17,12,"000000000000-0000",2573,"000000000000"
,,,,,,,,0,17,13,"000000000000-0000",2574,"000000000000"
,,,,,,,,0,17,14,"000000000000-0000",2575,"000000000000"
,,,,,,,,0,17,15,"000000000000-0000",2576,"000000000000"
,,,,,,,,0,17,16,"000000000000-0000",2577,"000000000000"
,,,,,,,,0,17,17,"000000000000-0000",2578,"000000000000"
,,,,,,,,0,17,18,"000000000000-0000",2579,"000000000000"
,,,,,,,,0,17,19,"000000000000-0000",2580,"000000000000"
,,,,,,,,0,17,20,"000000000000-0000",2581,"000000000000"
,,,,,,,,0,17,21,"000000000000-0000",2582,"000000000000"
,,,,,,,,0,17,22,"000000000000-0000",2583,"000000000000"
,,,,,,,,0,17,23,"000000000000-0000",2584,"000000000000"
,,,,,,,,0,17,24,"000000000000-0000",2585,"000000000000"
,,,,,,,,0,17,25,"000000000000-0000",2586,"000000000000"
,,,,,,,,0,17,26,"000000000000-0000",2587,"000000000000"
,,,,,,,,0,17,27,"000000000000-0000",2588,"000000000000"
,,,,,,,,0,17,28,"000000000000-0000",2589,"000000000000"
,,,,,,,,0,17,29,"000000000000-0000",2590,"000000000000"
,,,,,,,,0,18,1,"000000000000-0000",1099,"000000000000"
,,,,,,,,0,18,2,"000000000000-0000",1100,"000000000000"
,,,,,,,,0,18,3,"000000000000-0000",2053,"000000000000"
,,,,,,,,0,18,4,"000000000000-0000",1094,"000000000000"
,,,,,,,,0,18,5,"000000000000-0000",1095,"000000000000"
,,,,,,,,0,18,6,"000000000000-0000",1096,"000000000000"
,,,,,,,,0,18,7,"000000000000-0000",1097,"000000000000"
,,,,,,,,0,18,8,"000000000000-0000",1098,"000000000000"
,,,,,,,,0,18,10,"000000000000-0000",2591,"000000000000"
,,,,,,,,0,18,11,"000000000000-0000",2592,"000000000000"
,,,,,,,,0,18,12,"000000000000-0000",2593,"000000000000"
,,,,,,,,0,18,13,"000000000000-0000",2594,"000000000000"
,,,,,,,,0,18,14,"000000000000-0000",2595,"000000000000"
,,,,,,,,0,18,15,"000000000000-0000",2596,"000000000000"
,,,,,,,,0,18,16,"000000000000-0000",2597,"000000000000"
,,,,,,,,0,18,17,"000000000000-0000",2598,"000000000000"
,,,,,,,,0,18,18,"000000000000-0000",2599,"000000000000"
,,,,,,,,0,18,19,"000000000000-0000",2600,"000000000000"
,,,,,,,,0,18,20,"000000000000-0000",2601,"000000000000"
,,,,,,,,0,18,21,"000000000000-0000",2602,"000000000000"
,,,,,,,,0,18,22,"000000000000-0000",2603,"000000000000"
,,,,,,,,0,18,23,"000000000000-0000",2604,"000000000000"
,,,,,,,,0,18,24,"000000000000-0000",2605,"000000000000"
,,,,,,,,0,18,25,"000000000000-0000",2606,"000000000000"
,,,,,,,,0,18,26,"000000000000-0000",2607,"000000000000"
,,,,,,,,0,18,27,"000000000000-0000",2608,"000000000000"
,,,,,,,,0,18,28,"000000000000-0000",2609,"000000000000"
,,,,,,,,0,18,29,"000000000000-0000",2610,"000000000000"
,,,,,,,,0,19,1,"000000000000-0000",1109,"000000000000"
,,,,,,,,0,19,2,"000000000000-0000",1110,"000000000000"
,,,,,,,,0,19,3,"000000000000-0000",2097,"000000000000"
,,,,,,,,0,19,4,"000000000000-0000",1104,"000000000000"
,,,,,,,,0,19,5,"000000000000-0000",1105,"000000000000"
,,,,,,,,0,19,6,"000000000000-0000",1106,"000000000000"
,,,,,,,,0,19,7,"000000000000-0000",1107,"000000000000"
,,,,,,,,0,19,8,"000000000000-0000",1108,"000000000000"
,,,,,,,,0,19,10,"000000000000-0000",2611,"000000000000"
,,,,,,,,0,19,11,"000000000000-0000",2612,"000000000000"
,,,,,,,,0,19,12,"000000000000-0000",2613,"000000000000"
,,,,,,,,0,19,13,"000000000000-0000",2614,"000000000000"
,,,,,,,,0,19,14,"000000000000-0000",2615,"000000000000"
,,,,,,,,0,19,15,"000000000000-0000",2616,"000000000000"
,,,,,,,,0,19,16,"000000000000-0000",2617,"000000000000"
,,,,,,,,0,19,17,"000000000000-0000",2618,"000000000000"
,,,,,,,,0,19,18,"000000000000-0000",2619,"000000000000"
,,,,,,,,0,19,19,"000000000000-0000",2620,"000000000000"
,,,,,,,,0,19,20,"000000000000-0000",2621,"000000000000"
,,,,,,,,0,19,21,"000000000000-0000",2622,"000000000000"
,,,,,,,,0,19,22,"000000000000-0000",2623,"000000000000"
,,,,,,,,0,19,23,"000000000000-0000",2624,"000000000000"
,,,,,,,,0,19,24,"000000000000-0000",2625,"000000000000"
,,,,,,,,0,19,25,"000000000000-0000",2626,"000000000000"
,,,,,,,,0,19,26,"000000000000-0000",2627,"000000000000"
,,,,,,,,0,19,27,"000000000000-0000",2628,"000000000000"
,,,,,,,,0,19,28,"000000000000-0000",2629,"000000000000"
,,,,,,,,0,19,29,"000000000000-0000",2630,"000000000000"
,,,,,,,,0,20,1,"000000000000-0000",1119,"000000000000"
,,,,,,,,0,20,2,"000000000000-0000",1120,"000000000000"
,,,,,,,,0,20,3,"000000000000-0000",2141,"000000000000"
,,,,,,,,0,20,4,"000000000000-0000",1114,"000000000000"
,,,,,,,,0,20,5,"000000000000-0000",1115,"000000000000"
,,,,,,,,0,20,6,"000000000000-0000",1116,"000000000000"
,,,,,,,,0,20,7,"000000000000-0000",1117,"000000000000"
,,,,,,,,0,20,8,"000000000000-0000",1118,"000000000000"
,,,,,,,,0,20,10,"000000000000-0000",2631,"000000000000"
,,,,,,,,0,20,11,"000000000000-0000",2632,"000000000000"
,,,,,,,,0,20,12,"000000000000-0000",2633,"000000000000"
,,,,,,,,0,20,13,"000000000000-0000",2634,"000000000000"
,,,,,,,,0,20,14,"000000000000-0000",2635,"000000000000"
,,,,,,,,0,20,15,"000000000000-0000",2636,"000000000000"
,,,,,,,,0,20,16,"000000000000-0000",2637,"000000000000"
,,,,,,,,0,20,17,"000000000000-0000",2638,"000000000000"
,,,,,,,,0,20,18,"000000000000-0000",2639,"000000000000"
,,,,,,,,0,20,19,"000000000000-0000",2640,"000000000000"
,,,,,,,,0,20,20,"000000000000-0000",2641,"000000000000"
,,,,,,,,0,20,21,"000000000000-0000",2642,"000000000000"
,,,,,,,,0,20,22,"000000000000-0000",2643,"000000000000"
,,,,,,,,0,20,23,"000000000000-0000",2644,"000000000000"
,,,,,,,,0,20,24,"000000000000-0000",2645,"000000000000"
,,,,,,,,0,20,25,"000000000000-0000",2646,"000000000000"
,,,,,,,,0,20,26,"000000000000-0000",2647,"000000000000"
,,,,,,,,0,20,27,"000000000000-0000",2648,"000000000000"
,,,,,,,,0,20,28,"000000000000-0000",2649,"000000000000"
,,,,,,,,0,20,29,"000000000000-0000",2650,"000000000000"
