INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,ATTENDANCEITEM_ID,SCREEN_USE_ATR,ATTENDANCEITEM_TYPE
,,,,,,,,0,"00000000","000000000000-0000",205,16,2
,,,,,,,,0,"00000000","000000000000-0000",205,19,1
,,,,,,,,0,"00000000","000000000000-0000",205,20,2
,,,,,,,,0,"00000000","000000000000-0000",206,16,2
,,,,,,,,0,"00000000","000000000000-0000",206,20,2
,,,,,,,,0,"00000000","000000000000-0000",207,15,1
,,,,,,,,0,"00000000","000000000000-0000",207,19,1
,,,,,,,,0,"00000000","000000000000-0000",208,20,2
,,,,,,,,0,"00000000","000000000000-0000",209,20,2
,,,,,,,,0,"00000000","000000000000-0000",211,15,1
,,,,,,,,0,"00000000","000000000000-0000",211,19,1
,,,,,,,,0,"00000000","000000000000-0000",213,15,1
,,,,,,,,0,"00000000","000000000000-0000",213,19,1
,,,,,,,,0,"00000000","000000000000-0000",213,20,2
,,,,,,,,0,"00000000","000000000000-0000",214,20,2
,,,,,,,,0,"00000000","000000000000-0000",215,20,2
,,,,,,,,0,"00000000","000000000000-0000",216,0,1
,,,,,,,,0,"00000000","000000000000-0000",216,16,1
,,,,,,,,0,"00000000","000000000000-0000",216,19,1
,,,,,,,,0,"00000000","000000000000-0000",216,20,2
,,,,,,,,0,"00000000","000000000000-0000",217,0,1
,,,,,,,,0,"00000000","000000000000-0000",217,20,2
,,,,,,,,0,"00000000","000000000000-0000",218,16,1
,,,,,,,,0,"00000000","000000000000-0000",218,19,1
,,,,,,,,0,"00000000","000000000000-0000",218,20,2
,,,,,,,,0,"00000000","000000000000-0000",220,16,1
,,,,,,,,0,"00000000","000000000000-0000",220,19,1
,,,,,,,,0,"00000000","000000000000-0000",221,0,1
,,,,,,,,0,"00000000","000000000000-0000",221,16,1
,,,,,,,,0,"00000000","000000000000-0000",221,19,1
,,,,,,,,0,"00000000","000000000000-0000",222,0,1
,,,,,,,,0,"00000000","000000000000-0000",223,16,1
,,,,,,,,0,"00000000","000000000000-0000",223,19,1
,,,,,,,,0,"00000000","000000000000-0000",225,16,1
,,,,,,,,0,"00000000","000000000000-0000",225,19,1
,,,,,,,,0,"00000000","000000000000-0000",226,0,1
,,,,,,,,0,"00000000","000000000000-0000",226,16,1
,,,,,,,,0,"00000000","000000000000-0000",226,19,1
,,,,,,,,0,"00000000","000000000000-0000",227,0,1
,,,,,,,,0,"00000000","000000000000-0000",228,16,1
,,,,,,,,0,"00000000","000000000000-0000",228,19,1
,,,,,,,,0,"00000000","000000000000-0000",230,16,1
,,,,,,,,0,"00000000","000000000000-0000",230,19,1
,,,,,,,,0,"00000000","000000000000-0000",231,0,1
,,,,,,,,0,"00000000","000000000000-0000",231,16,1
,,,,,,,,0,"00000000","000000000000-0000",231,19,1
,,,,,,,,0,"00000000","000000000000-0000",232,0,1
,,,,,,,,0,"00000000","000000000000-0000",233,16,1
,,,,,,,,0,"00000000","000000000000-0000",233,19,1
,,,,,,,,0,"00000000","000000000000-0000",235,16,1
,,,,,,,,0,"00000000","000000000000-0000",235,19,1
,,,,,,,,0,"00000000","000000000000-0000",236,0,1
,,,,,,,,0,"00000000","000000000000-0000",236,16,1
,,,,,,,,0,"00000000","000000000000-0000",236,19,1
,,,,,,,,0,"00000000","000000000000-0000",237,0,1
,,,,,,,,0,"00000000","000000000000-0000",238,16,1
,,,,,,,,0,"00000000","000000000000-0000",238,19,1
,,,,,,,,0,"00000000","000000000000-0000",239,20,2
,,,,,,,,0,"00000000","000000000000-0000",240,16,1
,,,,,,,,0,"00000000","000000000000-0000",240,19,1
,,,,,,,,0,"00000000","000000000000-0000",240,20,2
,,,,,,,,0,"00000000","000000000000-0000",241,0,1
,,,,,,,,0,"00000000","000000000000-0000",241,16,1
,,,,,,,,0,"00000000","000000000000-0000",241,19,1
,,,,,,,,0,"00000000","000000000000-0000",241,20,2
,,,,,,,,0,"00000000","000000000000-0000",242,0,1
,,,,,,,,0,"00000000","000000000000-0000",242,20,2
,,,,,,,,0,"00000000","000000000000-0000",243,16,1
,,,,,,,,0,"00000000","000000000000-0000",243,19,1
,,,,,,,,0,"00000000","000000000000-0000",243,20,2
,,,,,,,,0,"00000000","000000000000-0000",244,20,2
,,,,,,,,0,"00000000","000000000000-0000",245,16,1
,,,,,,,,0,"00000000","000000000000-0000",245,19,1
,,,,,,,,0,"00000000","000000000000-0000",245,20,2
,,,,,,,,0,"00000000","000000000000-0000",246,0,1
,,,,,,,,0,"00000000","000000000000-0000",246,16,1
,,,,,,,,0,"00000000","000000000000-0000",246,19,1
,,,,,,,,0,"00000000","000000000000-0000",246,20,2
,,,,,,,,0,"00000000","000000000000-0000",247,0,1
,,,,,,,,0,"00000000","000000000000-0000",247,20,2
,,,,,,,,0,"00000000","000000000000-0000",248,16,1
,,,,,,,,0,"00000000","000000000000-0000",248,19,1
,,,,,,,,0,"00000000","000000000000-0000",248,20,2
,,,,,,,,0,"00000000","000000000000-0000",249,20,2
,,,,,,,,0,"00000000","000000000000-0000",250,16,1
,,,,,,,,0,"00000000","000000000000-0000",250,19,1
,,,,,,,,0,"00000000","000000000000-0000",250,20,2
,,,,,,,,0,"00000000","000000000000-0000",251,0,1
,,,,,,,,0,"00000000","000000000000-0000",251,16,1
,,,,,,,,0,"00000000","000000000000-0000",251,19,1
,,,,,,,,0,"00000000","000000000000-0000",251,20,2
,,,,,,,,0,"00000000","000000000000-0000",252,0,1
,,,,,,,,0,"00000000","000000000000-0000",252,20,2
,,,,,,,,0,"00000000","000000000000-0000",253,16,1
,,,,,,,,0,"00000000","000000000000-0000",253,19,1
,,,,,,,,0,"00000000","000000000000-0000",253,20,2
,,,,,,,,0,"00000000","000000000000-0000",254,20,2
,,,,,,,,0,"00000000","000000000000-0000",255,16,1
,,,,,,,,0,"00000000","000000000000-0000",255,19,1
,,,,,,,,0,"00000000","000000000000-0000",255,20,2
,,,,,,,,0,"00000000","000000000000-0000",256,0,1
,,,,,,,,0,"00000000","000000000000-0000",256,16,1
,,,,,,,,0,"00000000","000000000000-0000",256,19,1
,,,,,,,,0,"00000000","000000000000-0000",256,20,2
,,,,,,,,0,"00000000","000000000000-0000",257,0,1
,,,,,,,,0,"00000000","000000000000-0000",257,20,2
,,,,,,,,0,"00000000","000000000000-0000",258,16,1
,,,,,,,,0,"00000000","000000000000-0000",258,19,1
,,,,,,,,0,"00000000","000000000000-0000",258,20,2
,,,,,,,,0,"00000000","000000000000-0000",259,20,2
,,,,,,,,0,"00000000","000000000000-0000",260,16,1
,,,,,,,,0,"00000000","000000000000-0000",260,19,1
,,,,,,,,0,"00000000","000000000000-0000",260,20,2
,,,,,,,,0,"00000000","000000000000-0000",261,0,1
,,,,,,,,0,"00000000","000000000000-0000",261,16,1
,,,,,,,,0,"00000000","000000000000-0000",261,19,1
,,,,,,,,0,"00000000","000000000000-0000",261,20,2
,,,,,,,,0,"00000000","000000000000-0000",262,0,1
,,,,,,,,0,"00000000","000000000000-0000",262,20,2
,,,,,,,,0,"00000000","000000000000-0000",263,16,1
,,,,,,,,0,"00000000","000000000000-0000",263,19,1
,,,,,,,,0,"00000000","000000000000-0000",263,20,2
,,,,,,,,0,"00000000","000000000000-0000",264,20,2
,,,,,,,,0,"00000000","000000000000-0000",265,16,1
,,,,,,,,0,"00000000","000000000000-0000",265,19,1
,,,,,,,,0,"00000000","000000000000-0000",265,20,2
,,,,,,,,0,"00000000","000000000000-0000",266,0,1
,,,,,,,,0,"00000000","000000000000-0000",266,16,1
,,,,,,,,0,"00000000","000000000000-0000",266,19,1
,,,,,,,,0,"00000000","000000000000-0000",266,20,2
,,,,,,,,0,"00000000","000000000000-0000",267,0,1
,,,,,,,,0,"00000000","000000000000-0000",267,16,1
,,,,,,,,0,"00000000","000000000000-0000",267,19,1
,,,,,,,,0,"00000000","000000000000-0000",267,20,2
,,,,,,,,0,"00000000","000000000000-0000",268,16,1
,,,,,,,,0,"00000000","000000000000-0000",268,19,1
,,,,,,,,0,"00000000","000000000000-0000",268,20,2
,,,,,,,,0,"00000000","000000000000-0000",269,16,1
,,,,,,,,0,"00000000","000000000000-0000",269,19,1
,,,,,,,,0,"00000000","000000000000-0000",269,20,2
,,,,,,,,0,"00000000","000000000000-0000",270,16,1
,,,,,,,,0,"00000000","000000000000-0000",270,19,1
,,,,,,,,0,"00000000","000000000000-0000",270,20,2
,,,,,,,,0,"00000000","000000000000-0000",271,0,1
,,,,,,,,0,"00000000","000000000000-0000",271,16,1
,,,,,,,,0,"00000000","000000000000-0000",271,19,1
,,,,,,,,0,"00000000","000000000000-0000",271,20,2
,,,,,,,,0,"00000000","000000000000-0000",272,0,1
,,,,,,,,0,"00000000","000000000000-0000",272,16,1
,,,,,,,,0,"00000000","000000000000-0000",272,19,1
,,,,,,,,0,"00000000","000000000000-0000",272,20,2
,,,,,,,,0,"00000000","000000000000-0000",273,16,1
,,,,,,,,0,"00000000","000000000000-0000",273,19,1
,,,,,,,,0,"00000000","000000000000-0000",273,20,2
,,,,,,,,0,"00000000","000000000000-0000",274,16,1
,,,,,,,,0,"00000000","000000000000-0000",274,19,1
,,,,,,,,0,"00000000","000000000000-0000",274,20,2
,,,,,,,,0,"00000000","000000000000-0000",275,16,1
,,,,,,,,0,"00000000","000000000000-0000",275,19,1
,,,,,,,,0,"00000000","000000000000-0000",275,20,2
,,,,,,,,0,"00000000","000000000000-0000",276,0,1
,,,,,,,,0,"00000000","000000000000-0000",276,16,1
,,,,,,,,0,"00000000","000000000000-0000",276,19,1
,,,,,,,,0,"00000000","000000000000-0000",276,20,2
,,,,,,,,0,"00000000","000000000000-0000",277,0,1
,,,,,,,,0,"00000000","000000000000-0000",277,16,1
,,,,,,,,0,"00000000","000000000000-0000",277,19,1
,,,,,,,,0,"00000000","000000000000-0000",277,20,2
,,,,,,,,0,"00000000","000000000000-0000",278,16,1
,,,,,,,,0,"00000000","000000000000-0000",278,19,1
,,,,,,,,0,"00000000","000000000000-0000",278,20,2
,,,,,,,,0,"00000000","000000000000-0000",279,16,1
,,,,,,,,0,"00000000","000000000000-0000",279,19,1
,,,,,,,,0,"00000000","000000000000-0000",279,20,2
,,,,,,,,0,"00000000","000000000000-0000",280,16,1
,,,,,,,,0,"00000000","000000000000-0000",280,19,1
,,,,,,,,0,"00000000","000000000000-0000",280,20,2
,,,,,,,,0,"00000000","000000000000-0000",281,0,1
,,,,,,,,0,"00000000","000000000000-0000",281,16,1
,,,,,,,,0,"00000000","000000000000-0000",281,19,1
,,,,,,,,0,"00000000","000000000000-0000",281,20,2
,,,,,,,,0,"00000000","000000000000-0000",282,0,1
,,,,,,,,0,"00000000","000000000000-0000",282,16,1
,,,,,,,,0,"00000000","000000000000-0000",282,19,1
,,,,,,,,0,"00000000","000000000000-0000",282,20,2
,,,,,,,,0,"00000000","000000000000-0000",283,16,1
,,,,,,,,0,"00000000","000000000000-0000",283,19,1
,,,,,,,,0,"00000000","000000000000-0000",283,20,2
,,,,,,,,0,"00000000","000000000000-0000",284,16,1
,,,,,,,,0,"00000000","000000000000-0000",284,19,1
,,,,,,,,0,"00000000","000000000000-0000",284,20,2
,,,,,,,,0,"00000000","000000000000-0000",285,16,1
,,,,,,,,0,"00000000","000000000000-0000",285,19,1
,,,,,,,,0,"00000000","000000000000-0000",285,20,2
,,,,,,,,0,"00000000","000000000000-0000",286,0,1
,,,,,,,,0,"00000000","000000000000-0000",286,16,1
,,,,,,,,0,"00000000","000000000000-0000",286,19,1
,,,,,,,,0,"00000000","000000000000-0000",286,20,2
,,,,,,,,0,"00000000","000000000000-0000",287,0,1
,,,,,,,,0,"00000000","000000000000-0000",287,16,1
,,,,,,,,0,"00000000","000000000000-0000",287,19,1
,,,,,,,,0,"00000000","000000000000-0000",287,20,2
,,,,,,,,0,"00000000","000000000000-0000",288,16,1
,,,,,,,,0,"00000000","000000000000-0000",288,19,1
,,,,,,,,0,"00000000","000000000000-0000",288,20,2
,,,,,,,,0,"00000000","000000000000-0000",289,16,1
,,,,,,,,0,"00000000","000000000000-0000",289,19,1
,,,,,,,,0,"00000000","000000000000-0000",289,20,2
,,,,,,,,0,"00000000","000000000000-0000",290,16,1
,,,,,,,,0,"00000000","000000000000-0000",290,19,1
,,,,,,,,0,"00000000","000000000000-0000",290,20,2
,,,,,,,,0,"00000000","000000000000-0000",291,0,1
,,,,,,,,0,"00000000","000000000000-0000",291,16,1
,,,,,,,,0,"00000000","000000000000-0000",291,19,1
,,,,,,,,0,"00000000","000000000000-0000",291,20,2
,,,,,,,,0,"00000000","000000000000-0000",292,0,1
,,,,,,,,0,"00000000","000000000000-0000",292,16,1
,,,,,,,,0,"00000000","000000000000-0000",292,19,1
,,,,,,,,0,"00000000","000000000000-0000",292,20,2
,,,,,,,,0,"00000000","000000000000-0000",293,16,1
,,,,,,,,0,"00000000","000000000000-0000",293,19,1
,,,,,,,,0,"00000000","000000000000-0000",293,20,2
,,,,,,,,0,"00000000","000000000000-0000",294,16,1
,,,,,,,,0,"00000000","000000000000-0000",294,19,1
,,,,,,,,0,"00000000","000000000000-0000",294,20,2
,,,,,,,,0,"00000000","000000000000-0000",295,16,1
,,,,,,,,0,"00000000","000000000000-0000",295,19,1
,,,,,,,,0,"00000000","000000000000-0000",295,20,2
,,,,,,,,0,"00000000","000000000000-0000",296,0,1
,,,,,,,,0,"00000000","000000000000-0000",296,16,1
,,,,,,,,0,"00000000","000000000000-0000",296,19,1
,,,,,,,,0,"00000000","000000000000-0000",296,20,2
,,,,,,,,0,"00000000","000000000000-0000",297,0,1
,,,,,,,,0,"00000000","000000000000-0000",297,16,1
,,,,,,,,0,"00000000","000000000000-0000",297,19,1
,,,,,,,,0,"00000000","000000000000-0000",297,20,2
,,,,,,,,0,"00000000","000000000000-0000",298,16,1
,,,,,,,,0,"00000000","000000000000-0000",298,19,1
,,,,,,,,0,"00000000","000000000000-0000",298,20,2
,,,,,,,,0,"00000000","000000000000-0000",299,16,1
,,,,,,,,0,"00000000","000000000000-0000",299,19,1
,,,,,,,,0,"00000000","000000000000-0000",299,20,2
,,,,,,,,0,"00000000","000000000000-0000",300,16,1
,,,,,,,,0,"00000000","000000000000-0000",300,19,1
,,,,,,,,0,"00000000","000000000000-0000",300,20,2
,,,,,,,,0,"00000000","000000000000-0000",301,0,1
,,,,,,,,0,"00000000","000000000000-0000",301,16,1
,,,,,,,,0,"00000000","000000000000-0000",301,19,1
,,,,,,,,0,"00000000","000000000000-0000",302,0,1
,,,,,,,,0,"00000000","000000000000-0000",302,16,1
,,,,,,,,0,"00000000","000000000000-0000",302,19,1
,,,,,,,,0,"00000000","000000000000-0000",303,16,1
,,,,,,,,0,"00000000","000000000000-0000",303,19,1
,,,,,,,,0,"00000000","000000000000-0000",303,20,2
,,,,,,,,0,"00000000","000000000000-0000",304,16,1
,,,,,,,,0,"00000000","000000000000-0000",304,19,1
,,,,,,,,0,"00000000","000000000000-0000",304,20,2
,,,,,,,,0,"00000000","000000000000-0000",305,16,1
,,,,,,,,0,"00000000","000000000000-0000",305,19,1
,,,,,,,,0,"00000000","000000000000-0000",305,20,2
,,,,,,,,0,"00000000","000000000000-0000",306,0,1
,,,,,,,,0,"00000000","000000000000-0000",306,16,1
,,,,,,,,0,"00000000","000000000000-0000",306,19,1
,,,,,,,,0,"00000000","000000000000-0000",306,20,2
,,,,,,,,0,"00000000","000000000000-0000",307,0,1
,,,,,,,,0,"00000000","000000000000-0000",307,16,1
,,,,,,,,0,"00000000","000000000000-0000",307,19,1
,,,,,,,,0,"00000000","000000000000-0000",307,20,2
,,,,,,,,0,"00000000","000000000000-0000",308,16,1
,,,,,,,,0,"00000000","000000000000-0000",308,19,1
,,,,,,,,0,"00000000","000000000000-0000",309,16,1
,,,,,,,,0,"00000000","000000000000-0000",309,19,1
,,,,,,,,0,"00000000","000000000000-0000",310,16,1
,,,,,,,,0,"00000000","000000000000-0000",310,19,1
,,,,,,,,0,"00000000","000000000000-0000",311,0,1
,,,,,,,,0,"00000000","000000000000-0000",311,16,1
,,,,,,,,0,"00000000","000000000000-0000",311,19,1
,,,,,,,,0,"00000000","000000000000-0000",312,0,1
,,,,,,,,0,"00000000","000000000000-0000",312,16,1
,,,,,,,,0,"00000000","000000000000-0000",312,17,2
,,,,,,,,0,"00000000","000000000000-0000",312,19,1
,,,,,,,,0,"00000000","000000000000-0000",312,20,2
,,,,,,,,0,"00000000","000000000000-0000",313,16,1
,,,,,,,,0,"00000000","000000000000-0000",313,16,2
,,,,,,,,0,"00000000","000000000000-0000",313,19,1
,,,,,,,,0,"00000000","000000000000-0000",313,20,2
,,,,,,,,0,"00000000","000000000000-0000",314,16,1
,,,,,,,,0,"00000000","000000000000-0000",314,16,2
,,,,,,,,0,"00000000","000000000000-0000",314,19,1
,,,,,,,,0,"00000000","000000000000-0000",314,20,2
,,,,,,,,0,"00000000","000000000000-0000",315,16,1
,,,,,,,,0,"00000000","000000000000-0000",315,17,2
,,,,,,,,0,"00000000","000000000000-0000",315,19,1
,,,,,,,,0,"00000000","000000000000-0000",315,20,2
,,,,,,,,0,"00000000","000000000000-0000",316,0,1
,,,,,,,,0,"00000000","000000000000-0000",316,16,2
,,,,,,,,0,"00000000","000000000000-0000",316,20,2
,,,,,,,,0,"00000000","000000000000-0000",317,0,1
,,,,,,,,0,"00000000","000000000000-0000",317,16,2
,,,,,,,,0,"00000000","000000000000-0000",317,20,2
,,,,,,,,0,"00000000","000000000000-0000",318,0,1
,,,,,,,,0,"00000000","000000000000-0000",318,16,2
,,,,,,,,0,"00000000","000000000000-0000",318,20,2
,,,,,,,,0,"00000000","000000000000-0000",319,0,1
,,,,,,,,0,"00000000","000000000000-0000",319,16,2
,,,,,,,,0,"00000000","000000000000-0000",319,20,2
,,,,,,,,0,"00000000","000000000000-0000",320,0,1
,,,,,,,,0,"00000000","000000000000-0000",320,16,2
,,,,,,,,0,"00000000","000000000000-0000",320,20,2
,,,,,,,,0,"00000000","000000000000-0000",321,0,1
,,,,,,,,0,"00000000","000000000000-0000",321,16,2
,,,,,,,,0,"00000000","000000000000-0000",321,20,2
,,,,,,,,0,"00000000","000000000000-0000",322,0,1
,,,,,,,,0,"00000000","000000000000-0000",322,16,2
,,,,,,,,0,"00000000","000000000000-0000",322,20,2
,,,,,,,,0,"00000000","000000000000-0000",323,0,1
,,,,,,,,0,"00000000","000000000000-0000",323,16,2
,,,,,,,,0,"00000000","000000000000-0000",323,20,2
,,,,,,,,0,"00000000","000000000000-0000",324,0,1
,,,,,,,,0,"00000000","000000000000-0000",324,16,2
,,,,,,,,0,"00000000","000000000000-0000",324,20,2
,,,,,,,,0,"00000000","000000000000-0000",325,0,1
,,,,,,,,0,"00000000","000000000000-0000",325,16,2
,,,,,,,,0,"00000000","000000000000-0000",325,20,2
,,,,,,,,0,"00000000","000000000000-0000",326,16,2
,,,,,,,,0,"00000000","000000000000-0000",326,20,2
,,,,,,,,0,"00000000","000000000000-0000",327,16,2
,,,,,,,,0,"00000000","000000000000-0000",327,20,2
,,,,,,,,0,"00000000","000000000000-0000",328,16,2
,,,,,,,,0,"00000000","000000000000-0000",328,20,2
,,,,,,,,0,"00000000","000000000000-0000",329,16,2
,,,,,,,,0,"00000000","000000000000-0000",329,20,2
,,,,,,,,0,"00000000","000000000000-0000",330,16,2
,,,,,,,,0,"00000000","000000000000-0000",330,20,2
,,,,,,,,0,"00000000","000000000000-0000",331,16,2
,,,,,,,,0,"00000000","000000000000-0000",331,20,2
,,,,,,,,0,"00000000","000000000000-0000",332,16,2
,,,,,,,,0,"00000000","000000000000-0000",332,20,2
,,,,,,,,0,"00000000","000000000000-0000",333,16,2
,,,,,,,,0,"00000000","000000000000-0000",333,20,2
,,,,,,,,0,"00000000","000000000000-0000",336,0,1
,,,,,,,,0,"00000000","000000000000-0000",337,0,1
,,,,,,,,0,"00000000","000000000000-0000",338,0,1
,,,,,,,,0,"00000000","000000000000-0000",339,0,1
,,,,,,,,0,"00000000","000000000000-0000",340,0,1
,,,,,,,,0,"00000000","000000000000-0000",341,0,1
,,,,,,,,0,"00000000","000000000000-0000",342,0,1
,,,,,,,,0,"00000000","000000000000-0000",343,0,1
,,,,,,,,0,"00000000","000000000000-0000",344,0,1
,,,,,,,,0,"00000000","000000000000-0000",345,0,1
,,,,,,,,0,"00000000","000000000000-0000",346,0,1
,,,,,,,,0,"00000000","000000000000-0000",347,0,1
,,,,,,,,0,"00000000","000000000000-0000",348,0,1
,,,,,,,,0,"00000000","000000000000-0000",349,0,1
,,,,,,,,0,"00000000","000000000000-0000",350,0,1
,,,,,,,,0,"00000000","000000000000-0000",351,0,1
,,,,,,,,0,"00000000","000000000000-0000",352,0,1
,,,,,,,,0,"00000000","000000000000-0000",353,0,1
,,,,,,,,0,"00000000","000000000000-0000",354,0,1
,,,,,,,,0,"00000000","000000000000-0000",355,0,1
,,,,,,,,0,"00000000","000000000000-0000",366,0,1
,,,,,,,,0,"00000000","000000000000-0000",367,0,1
,,,,,,,,0,"00000000","000000000000-0000",368,0,1
,,,,,,,,0,"00000000","000000000000-0000",369,0,1
,,,,,,,,0,"00000000","000000000000-0000",370,0,1
,,,,,,,,0,"00000000","000000000000-0000",371,0,1
,,,,,,,,0,"00000000","000000000000-0000",372,0,1
,,,,,,,,0,"00000000","000000000000-0000",373,0,1
,,,,,,,,0,"00000000","000000000000-0000",374,0,1
,,,,,,,,0,"00000000","000000000000-0000",374,16,2
,,,,,,,,0,"00000000","000000000000-0000",374,20,2
,,,,,,,,0,"00000000","000000000000-0000",375,0,1
,,,,,,,,0,"00000000","000000000000-0000",375,16,2
,,,,,,,,0,"00000000","000000000000-0000",375,20,2
,,,,,,,,0,"00000000","000000000000-0000",376,16,2
,,,,,,,,0,"00000000","000000000000-0000",376,20,2
,,,,,,,,0,"00000000","000000000000-0000",377,16,2
,,,,,,,,0,"00000000","000000000000-0000",377,20,2
,,,,,,,,0,"00000000","000000000000-0000",378,16,2
,,,,,,,,0,"00000000","000000000000-0000",378,20,2
,,,,,,,,0,"00000000","000000000000-0000",379,16,2
,,,,,,,,0,"00000000","000000000000-0000",379,20,2
,,,,,,,,0,"00000000","000000000000-0000",380,16,2
,,,,,,,,0,"00000000","000000000000-0000",380,20,2
,,,,,,,,0,"00000000","000000000000-0000",381,16,2
,,,,,,,,0,"00000000","000000000000-0000",381,20,2
,,,,,,,,0,"00000000","000000000000-0000",382,16,2
,,,,,,,,0,"00000000","000000000000-0000",382,20,2
,,,,,,,,0,"00000000","000000000000-0000",383,16,2
,,,,,,,,0,"00000000","000000000000-0000",383,20,2
,,,,,,,,0,"00000000","000000000000-0000",384,16,2
,,,,,,,,0,"00000000","000000000000-0000",384,20,2
,,,,,,,,0,"00000000","000000000000-0000",385,16,2
,,,,,,,,0,"00000000","000000000000-0000",385,20,2
,,,,,,,,0,"00000000","000000000000-0000",386,0,1
,,,,,,,,0,"00000000","000000000000-0000",386,16,2
,,,,,,,,0,"00000000","000000000000-0000",386,20,2
,,,,,,,,0,"00000000","000000000000-0000",387,0,1
,,,,,,,,0,"00000000","000000000000-0000",387,16,2
,,,,,,,,0,"00000000","000000000000-0000",387,20,2
,,,,,,,,0,"00000000","000000000000-0000",388,0,1
,,,,,,,,0,"00000000","000000000000-0000",388,16,2
,,,,,,,,0,"00000000","000000000000-0000",388,20,2
,,,,,,,,0,"00000000","000000000000-0000",389,0,1
,,,,,,,,0,"00000000","000000000000-0000",389,16,2
,,,,,,,,0,"00000000","000000000000-0000",389,20,2
,,,,,,,,0,"00000000","000000000000-0000",390,0,1
,,,,,,,,0,"00000000","000000000000-0000",390,16,2
,,,,,,,,0,"00000000","000000000000-0000",390,20,2
,,,,,,,,0,"00000000","000000000000-0000",391,0,1
,,,,,,,,0,"00000000","000000000000-0000",391,16,2
,,,,,,,,0,"00000000","000000000000-0000",391,20,2
,,,,,,,,0,"00000000","000000000000-0000",392,0,1
,,,,,,,,0,"00000000","000000000000-0000",392,16,2
,,,,,,,,0,"00000000","000000000000-0000",392,20,2
,,,,,,,,0,"00000000","000000000000-0000",393,0,1
,,,,,,,,0,"00000000","000000000000-0000",393,16,2
,,,,,,,,0,"00000000","000000000000-0000",393,20,2
,,,,,,,,0,"00000000","000000000000-0000",394,0,1
,,,,,,,,0,"00000000","000000000000-0000",394,16,2
,,,,,,,,0,"00000000","000000000000-0000",394,20,2
,,,,,,,,0,"00000000","000000000000-0000",395,0,1
,,,,,,,,0,"00000000","000000000000-0000",395,16,2
,,,,,,,,0,"00000000","000000000000-0000",395,20,2
,,,,,,,,0,"00000000","000000000000-0000",396,0,1
,,,,,,,,0,"00000000","000000000000-0000",396,16,2
,,,,,,,,0,"00000000","000000000000-0000",396,20,2
,,,,,,,,0,"00000000","000000000000-0000",397,0,1
,,,,,,,,0,"00000000","000000000000-0000",397,16,2
,,,,,,,,0,"00000000","000000000000-0000",397,20,2
,,,,,,,,0,"00000000","000000000000-0000",398,0,1
,,,,,,,,0,"00000000","000000000000-0000",398,16,2
,,,,,,,,0,"00000000","000000000000-0000",398,20,2
,,,,,,,,0,"00000000","000000000000-0000",399,0,1
,,,,,,,,0,"00000000","000000000000-0000",399,16,2
,,,,,,,,0,"00000000","000000000000-0000",399,20,2
,,,,,,,,0,"00000000","000000000000-0000",400,0,1
,,,,,,,,0,"00000000","000000000000-0000",400,16,2
,,,,,,,,0,"00000000","000000000000-0000",400,20,2
,,,,,,,,0,"00000000","000000000000-0000",401,0,1
,,,,,,,,0,"00000000","000000000000-0000",401,16,2
,,,,,,,,0,"00000000","000000000000-0000",401,20,2
,,,,,,,,0,"00000000","000000000000-0000",402,0,1
,,,,,,,,0,"00000000","000000000000-0000",402,16,2
,,,,,,,,0,"00000000","000000000000-0000",402,20,2
,,,,,,,,0,"00000000","000000000000-0000",403,0,1
,,,,,,,,0,"00000000","000000000000-0000",403,16,2
,,,,,,,,0,"00000000","000000000000-0000",403,20,2
,,,,,,,,0,"00000000","000000000000-0000",404,0,1
,,,,,,,,0,"00000000","000000000000-0000",404,16,2
,,,,,,,,0,"00000000","000000000000-0000",404,20,2
,,,,,,,,0,"00000000","000000000000-0000",405,0,1
,,,,,,,,0,"00000000","000000000000-0000",405,16,2
,,,,,,,,0,"00000000","000000000000-0000",405,20,2
,,,,,,,,0,"00000000","000000000000-0000",406,16,2
,,,,,,,,0,"00000000","000000000000-0000",406,20,2
,,,,,,,,0,"00000000","000000000000-0000",407,16,2
,,,,,,,,0,"00000000","000000000000-0000",407,20,2
,,,,,,,,0,"00000000","000000000000-0000",408,16,2
,,,,,,,,0,"00000000","000000000000-0000",408,20,2
,,,,,,,,0,"00000000","000000000000-0000",409,16,2
,,,,,,,,0,"00000000","000000000000-0000",409,20,2
,,,,,,,,0,"00000000","000000000000-0000",410,16,2
,,,,,,,,0,"00000000","000000000000-0000",410,20,2
,,,,,,,,0,"00000000","000000000000-0000",411,16,2
,,,,,,,,0,"00000000","000000000000-0000",411,20,2
,,,,,,,,0,"00000000","000000000000-0000",412,16,2
,,,,,,,,0,"00000000","000000000000-0000",412,20,2
,,,,,,,,0,"00000000","000000000000-0000",413,16,2
,,,,,,,,0,"00000000","000000000000-0000",413,20,2
,,,,,,,,0,"00000000","000000000000-0000",414,16,2
,,,,,,,,0,"00000000","000000000000-0000",414,20,2
,,,,,,,,0,"00000000","000000000000-0000",415,16,2
,,,,,,,,0,"00000000","000000000000-0000",415,20,2
,,,,,,,,0,"00000000","000000000000-0000",416,16,2
,,,,,,,,0,"00000000","000000000000-0000",416,20,2
,,,,,,,,0,"00000000","000000000000-0000",417,16,2
,,,,,,,,0,"00000000","000000000000-0000",417,20,2
