ins_date,ins_ccd,ins_scd,ins_pg,upd_date,upd_ccd,upd_scd,upd_pg,exclus_ver,contract_cd,cid,attendance_item_id,order_sorted
,,,,,,,,0,"000000000000","000000000000-0000",705,725
,,,,,,,,0,"000000000000","000000000000-0000",706,726
,,,,,,,,0,"000000000000","000000000000-0000",707,727
,,,,,,,,0,"000000000000","000000000000-0000",708,728
,,,,,,,,0,"000000000000","000000000000-0000",709,729
,,,,,,,,0,"000000000000","000000000000-0000",710,730
,,,,,,,,0,"000000000000","000000000000-0000",711,731
,,,,,,,,0,"000000000000","000000000000-0000",712,732
,,,,,,,,0,"000000000000","000000000000-0000",713,733
,,,,,,,,0,"000000000000","000000000000-0000",714,734
,,,,,,,,0,"000000000000","000000000000-0000",715,735
,,,,,,,,0,"000000000000","000000000000-0000",716,736
,,,,,,,,0,"000000000000","000000000000-0000",717,737
,,,,,,,,0,"000000000000","000000000000-0000",718,738
,,,,,,,,0,"000000000000","000000000000-0000",719,739
,,,,,,,,0,"000000000000","000000000000-0000",720,740
,,,,,,,,0,"000000000000","000000000000-0000",721,741
,,,,,,,,0,"000000000000","000000000000-0000",722,742
,,,,,,,,0,"000000000000","000000000000-0000",723,743
,,,,,,,,0,"000000000000","000000000000-0000",724,744
,,,,,,,,0,"000000000000","000000000000-0000",725,745
,,,,,,,,0,"000000000000","000000000000-0000",726,746
,,,,,,,,0,"000000000000","000000000000-0000",727,747
,,,,,,,,0,"000000000000","000000000000-0000",728,748
,,,,,,,,0,"000000000000","000000000000-0000",729,749
,,,,,,,,0,"000000000000","000000000000-0000",730,750
,,,,,,,,0,"000000000000","000000000000-0000",731,751
,,,,,,,,0,"000000000000","000000000000-0000",732,752
,,,,,,,,0,"000000000000","000000000000-0000",733,753
,,,,,,,,0,"000000000000","000000000000-0000",734,754
,,,,,,,,0,"000000000000","000000000000-0000",735,755
,,,,,,,,0,"000000000000","000000000000-0000",736,756
,,,,,,,,0,"000000000000","000000000000-0000",737,757
,,,,,,,,0,"000000000000","000000000000-0000",738,758
,,,,,,,,0,"000000000000","000000000000-0000",739,759
,,,,,,,,0,"000000000000","000000000000-0000",740,760
,,,,,,,,0,"000000000000","000000000000-0000",741,767
,,,,,,,,0,"000000000000","000000000000-0000",742,768
,,,,,,,,0,"000000000000","000000000000-0000",743,765
,,,,,,,,0,"000000000000","000000000000-0000",744,766
,,,,,,,,0,"000000000000","000000000000-0000",759,186
,,,,,,,,0,"000000000000","000000000000-0000",760,187
,,,,,,,,0,"000000000000","000000000000-0000",761,188
,,,,,,,,0,"000000000000","000000000000-0000",762,189
,,,,,,,,0,"000000000000","000000000000-0000",763,190
,,,,,,,,0,"000000000000","000000000000-0000",764,191
,,,,,,,,0,"000000000000","000000000000-0000",765,192
,,,,,,,,0,"000000000000","000000000000-0000",766,193
,,,,,,,,0,"000000000000","000000000000-0000",767,589
,,,,,,,,0,"000000000000","000000000000-0000",768,590
,,,,,,,,0,"000000000000","000000000000-0000",769,591
,,,,,,,,0,"000000000000","000000000000-0000",770,592
,,,,,,,,0,"000000000000","000000000000-0000",771,593
,,,,,,,,0,"000000000000","000000000000-0000",772,594
,,,,,,,,0,"000000000000","000000000000-0000",773,595
,,,,,,,,0,"000000000000","000000000000-0000",774,596
,,,,,,,,0,"000000000000","000000000000-0000",775,597
,,,,,,,,0,"000000000000","000000000000-0000",776,598
,,,,,,,,0,"000000000000","000000000000-0000",777,599
,,,,,,,,0,"000000000000","000000000000-0000",778,600
,,,,,,,,0,"000000000000","000000000000-0000",779,601
,,,,,,,,0,"000000000000","000000000000-0000",780,602
,,,,,,,,0,"000000000000","000000000000-0000",781,603
,,,,,,,,0,"000000000000","000000000000-0000",782,604
,,,,,,,,0,"000000000000","000000000000-0000",783,605
,,,,,,,,0,"000000000000","000000000000-0000",784,606
,,,,,,,,0,"000000000000","000000000000-0000",785,607
,,,,,,,,0,"000000000000","000000000000-0000",786,608
,,,,,,,,0,"000000000000","000000000000-0000",788,629
,,,,,,,,0,"000000000000","000000000000-0000",789,630
,,,,,,,,0,"000000000000","000000000000-0000",790,631
,,,,,,,,0,"000000000000","000000000000-0000",791,632
,,,,,,,,0,"000000000000","000000000000-0000",792,633
,,,,,,,,0,"000000000000","000000000000-0000",794,761
,,,,,,,,0,"000000000000","000000000000-0000",795,762
,,,,,,,,0,"000000000000","000000000000-0000",796,763
,,,,,,,,0,"000000000000","000000000000-0000",797,764
,,,,,,,,0,"000000000000","000000000000-0000",798,325
,,,,,,,,0,"000000000000","000000000000-0000",799,574
,,,,,,,,0,"000000000000","000000000000-0000",801,575
,,,,,,,,0,"000000000000","000000000000-0000",802,576
,,,,,,,,0,"000000000000","000000000000-0000",804,577
,,,,,,,,0,"000000000000","000000000000-0000",806,578
,,,,,,,,0,"000000000000","000000000000-0000",807,579
,,,,,,,,0,"000000000000","000000000000-0000",809,580
,,,,,,,,0,"000000000000","000000000000-0000",811,581
,,,,,,,,0,"000000000000","000000000000-0000",812,582
,,,,,,,,0,"000000000000","000000000000-0000",814,583
,,,,,,,,0,"000000000000","000000000000-0000",816,584
,,,,,,,,0,"000000000000","000000000000-0000",817,585
,,,,,,,,0,"000000000000","000000000000-0000",819,586
,,,,,,,,0,"000000000000","000000000000-0000",821,587
,,,,,,,,0,"000000000000","000000000000-0000",822,588
,,,,,,,,0,"000000000000","000000000000-0000",824,790
,,,,,,,,0,"000000000000","000000000000-0000",825,791
,,,,,,,,0,"000000000000","000000000000-0000",826,792
,,,,,,,,0,"000000000000","000000000000-0000",827,793
,,,,,,,,0,"000000000000","000000000000-0000",828,794
,,,,,,,,0,"000000000000","000000000000-0000",829,795
,,,,,,,,0,"000000000000","000000000000-0000",830,796
,,,,,,,,0,"000000000000","000000000000-0000",831,797
,,,,,,,,0,"000000000000","000000000000-0000",832,798
,,,,,,,,0,"000000000000","000000000000-0000",833,800
,,,,,,,,0,"000000000000","000000000000-0000",834,801
,,,,,,,,0,"000000000000","000000000000-0000",835,802
,,,,,,,,0,"000000000000","000000000000-0000",836,803
,,,,,,,,0,"000000000000","000000000000-0000",837,804
,,,,,,,,0,"000000000000","000000000000-0000",838,609
,,,,,,,,0,"000000000000","000000000000-0000",839,610
,,,,,,,,0,"000000000000","000000000000-0000",840,611
,,,,,,,,0,"000000000000","000000000000-0000",841,612
,,,,,,,,0,"000000000000","000000000000-0000",842,613
,,,,,,,,0,"000000000000","000000000000-0000",843,614
,,,,,,,,0,"000000000000","000000000000-0000",844,615
,,,,,,,,0,"000000000000","000000000000-0000",845,616
,,,,,,,,0,"000000000000","000000000000-0000",846,617
,,,,,,,,0,"000000000000","000000000000-0000",847,618
,,,,,,,,0,"000000000000","000000000000-0000",848,619
,,,,,,,,0,"000000000000","000000000000-0000",849,620
,,,,,,,,0,"000000000000","000000000000-0000",850,621
,,,,,,,,0,"000000000000","000000000000-0000",851,622
,,,,,,,,0,"000000000000","000000000000-0000",852,623
,,,,,,,,0,"000000000000","000000000000-0000",853,624
,,,,,,,,0,"000000000000","000000000000-0000",854,625
,,,,,,,,0,"000000000000","000000000000-0000",855,626
,,,,,,,,0,"000000000000","000000000000-0000",856,627
,,,,,,,,0,"000000000000","000000000000-0000",857,628
,,,,,,,,0,"000000000000","000000000000-0000",859,10
,,,,,,,,0,"000000000000","000000000000-0000",860,11
,,,,,,,,0,"000000000000","000000000000-0000",869,805
,,,,,,,,0,"000000000000","000000000000-0000",870,806
,,,,,,,,0,"000000000000","000000000000-0000",871,807
,,,,,,,,0,"000000000000","000000000000-0000",872,808
,,,,,,,,0,"000000000000","000000000000-0000",873,809
,,,,,,,,0,"000000000000","000000000000-0000",874,810
,,,,,,,,0,"000000000000","000000000000-0000",875,811
,,,,,,,,0,"000000000000","000000000000-0000",876,812
,,,,,,,,0,"000000000000","000000000000-0000",877,813
,,,,,,,,0,"000000000000","000000000000-0000",878,814
,,,,,,,,0,"000000000000","000000000000-0000",879,815
,,,,,,,,0,"000000000000","000000000000-0000",880,816
,,,,,,,,0,"000000000000","000000000000-0000",881,817
,,,,,,,,0,"000000000000","000000000000-0000",882,818
,,,,,,,,0,"000000000000","000000000000-0000",883,819
,,,,,,,,0,"000000000000","000000000000-0000",884,820
,,,,,,,,0,"000000000000","000000000000-0000",885,821
,,,,,,,,0,"000000000000","000000000000-0000",886,822
,,,,,,,,0,"000000000000","000000000000-0000",887,823
,,,,,,,,0,"000000000000","000000000000-0000",888,824
,,,,,,,,0,"000000000000","000000000000-0000",889,825
,,,,,,,,0,"000000000000","000000000000-0000",890,826
,,,,,,,,0,"000000000000","000000000000-0000",891,827
,,,,,,,,0,"000000000000","000000000000-0000",892,828
,,,,,,,,0,"000000000000","000000000000-0000",893,829
,,,,,,,,0,"000000000000","000000000000-0000",894,830
,,,,,,,,0,"000000000000","000000000000-0000",895,831
,,,,,,,,0,"000000000000","000000000000-0000",896,832
,,,,,,,,0,"000000000000","000000000000-0000",897,833
,,,,,,,,0,"000000000000","000000000000-0000",898,834
,,,,,,,,0,"000000000000","000000000000-0000",899,835
,,,,,,,,0,"000000000000","000000000000-0000",900,836
,,,,,,,,0,"000000000000","000000000000-0000",901,837
,,,,,,,,0,"000000000000","000000000000-0000",902,838
,,,,,,,,0,"000000000000","000000000000-0000",903,839
,,,,,,,,0,"000000000000","000000000000-0000",904,840
,,,,,,,,0,"000000000000","000000000000-0000",905,841
,,,,,,,,0,"000000000000","000000000000-0000",906,842
,,,,,,,,0,"000000000000","000000000000-0000",907,843
,,,,,,,,0,"000000000000","000000000000-0000",908,844
,,,,,,,,0,"000000000000","000000000000-0000",909,845
,,,,,,,,0,"000000000000","000000000000-0000",910,846
,,,,,,,,0,"000000000000","000000000000-0000",911,847
,,,,,,,,0,"000000000000","000000000000-0000",912,848
,,,,,,,,0,"000000000000","000000000000-0000",913,849
,,,,,,,,0,"000000000000","000000000000-0000",914,850
,,,,,,,,0,"000000000000","000000000000-0000",915,851
,,,,,,,,0,"000000000000","000000000000-0000",916,852
,,,,,,,,0,"000000000000","000000000000-0000",917,853
,,,,,,,,0,"000000000000","000000000000-0000",918,854
,,,,,,,,0,"000000000000","000000000000-0000",919,855
,,,,,,,,0,"000000000000","000000000000-0000",920,856
,,,,,,,,0,"000000000000","000000000000-0000",922,858
,,,,,,,,0,"000000000000","000000000000-0000",924,859
,,,,,,,,0,"000000000000","000000000000-0000",925,860
,,,,,,,,0,"000000000000","000000000000-0000",926,861
,,,,,,,,0,"000000000000","000000000000-0000",927,862
,,,,,,,,0,"000000000000","000000000000-0000",928,863
,,,,,,,,0,"000000000000","000000000000-0000",929,864
,,,,,,,,0,"000000000000","000000000000-0000",930,865
,,,,,,,,0,"000000000000","000000000000-0000",932,927
,,,,,,,,0,"000000000000","000000000000-0000",934,928
,,,,,,,,0,"000000000000","000000000000-0000",935,929
,,,,,,,,0,"000000000000","000000000000-0000",936,930
,,,,,,,,0,"000000000000","000000000000-0000",937,931
,,,,,,,,0,"000000000000","000000000000-0000",938,932
,,,,,,,,0,"000000000000","000000000000-0000",939,933
,,,,,,,,0,"000000000000","000000000000-0000",940,934
,,,,,,,,0,"000000000000","000000000000-0000",942,996
,,,,,,,,0,"000000000000","000000000000-0000",944,997
,,,,,,,,0,"000000000000","000000000000-0000",945,998
,,,,,,,,0,"000000000000","000000000000-0000",946,999
,,,,,,,,0,"000000000000","000000000000-0000",947,1000
,,,,,,,,0,"000000000000","000000000000-0000",948,1001
,,,,,,,,0,"000000000000","000000000000-0000",949,1002
,,,,,,,,0,"000000000000","000000000000-0000",950,1003
,,,,,,,,0,"000000000000","000000000000-0000",952,1065
,,,,,,,,0,"000000000000","000000000000-0000",954,1066
,,,,,,,,0,"000000000000","000000000000-0000",955,1067
,,,,,,,,0,"000000000000","000000000000-0000",956,1068
,,,,,,,,0,"000000000000","000000000000-0000",957,1069
,,,,,,,,0,"000000000000","000000000000-0000",958,1070
,,,,,,,,0,"000000000000","000000000000-0000",959,1071
,,,,,,,,0,"000000000000","000000000000-0000",960,1072
,,,,,,,,0,"000000000000","000000000000-0000",962,1134
,,,,,,,,0,"000000000000","000000000000-0000",964,1135
,,,,,,,,0,"000000000000","000000000000-0000",965,1136
,,,,,,,,0,"000000000000","000000000000-0000",966,1137
,,,,,,,,0,"000000000000","000000000000-0000",967,1138
,,,,,,,,0,"000000000000","000000000000-0000",968,1139
,,,,,,,,0,"000000000000","000000000000-0000",969,1140
,,,,,,,,0,"000000000000","000000000000-0000",970,1141
,,,,,,,,0,"000000000000","000000000000-0000",972,1203
,,,,,,,,0,"000000000000","000000000000-0000",974,1204
,,,,,,,,0,"000000000000","000000000000-0000",975,1205
,,,,,,,,0,"000000000000","000000000000-0000",976,1206
,,,,,,,,0,"000000000000","000000000000-0000",977,1207
,,,,,,,,0,"000000000000","000000000000-0000",978,1208
,,,,,,,,0,"000000000000","000000000000-0000",979,1209
,,,,,,,,0,"000000000000","000000000000-0000",980,1210
,,,,,,,,0,"000000000000","000000000000-0000",982,1272
,,,,,,,,0,"000000000000","000000000000-0000",984,1273
,,,,,,,,0,"000000000000","000000000000-0000",985,1274
,,,,,,,,0,"000000000000","000000000000-0000",986,1275
,,,,,,,,0,"000000000000","000000000000-0000",987,1276
,,,,,,,,0,"000000000000","000000000000-0000",988,1277
,,,,,,,,0,"000000000000","000000000000-0000",989,1278
,,,,,,,,0,"000000000000","000000000000-0000",990,1279
,,,,,,,,0,"000000000000","000000000000-0000",992,1341
,,,,,,,,0,"000000000000","000000000000-0000",994,1342
,,,,,,,,0,"000000000000","000000000000-0000",995,1343
,,,,,,,,0,"000000000000","000000000000-0000",996,1344
,,,,,,,,0,"000000000000","000000000000-0000",997,1345
,,,,,,,,0,"000000000000","000000000000-0000",998,1346
,,,,,,,,0,"000000000000","000000000000-0000",999,1347
,,,,,,,,0,"000000000000","000000000000-0000",1000,1348
,,,,,,,,0,"000000000000","000000000000-0000",1002,1410
,,,,,,,,0,"000000000000","000000000000-0000",1004,1411
,,,,,,,,0,"000000000000","000000000000-0000",1005,1412
,,,,,,,,0,"000000000000","000000000000-0000",1006,1413
,,,,,,,,0,"000000000000","000000000000-0000",1007,1414
,,,,,,,,0,"000000000000","000000000000-0000",1008,1415
,,,,,,,,0,"000000000000","000000000000-0000",1009,1416
,,,,,,,,0,"000000000000","000000000000-0000",1010,1417
,,,,,,,,0,"000000000000","000000000000-0000",1012,1479
,,,,,,,,0,"000000000000","000000000000-0000",1014,1480
,,,,,,,,0,"000000000000","000000000000-0000",1015,1481
,,,,,,,,0,"000000000000","000000000000-0000",1016,1482
,,,,,,,,0,"000000000000","000000000000-0000",1017,1483
,,,,,,,,0,"000000000000","000000000000-0000",1018,1484
,,,,,,,,0,"000000000000","000000000000-0000",1019,1485
,,,,,,,,0,"000000000000","000000000000-0000",1020,1486
,,,,,,,,0,"000000000000","000000000000-0000",1022,1548
,,,,,,,,0,"000000000000","000000000000-0000",1024,1549
,,,,,,,,0,"000000000000","000000000000-0000",1025,1550
,,,,,,,,0,"000000000000","000000000000-0000",1026,1551
,,,,,,,,0,"000000000000","000000000000-0000",1027,1552
,,,,,,,,0,"000000000000","000000000000-0000",1028,1553
,,,,,,,,0,"000000000000","000000000000-0000",1029,1554
,,,,,,,,0,"000000000000","000000000000-0000",1030,1555
,,,,,,,,0,"000000000000","000000000000-0000",1032,1617
,,,,,,,,0,"000000000000","000000000000-0000",1034,1618
,,,,,,,,0,"000000000000","000000000000-0000",1035,1619
,,,,,,,,0,"000000000000","000000000000-0000",1036,1620
,,,,,,,,0,"000000000000","000000000000-0000",1037,1621
,,,,,,,,0,"000000000000","000000000000-0000",1038,1622
,,,,,,,,0,"000000000000","000000000000-0000",1039,1623
,,,,,,,,0,"000000000000","000000000000-0000",1040,1624
,,,,,,,,0,"000000000000","000000000000-0000",1042,1686
,,,,,,,,0,"000000000000","000000000000-0000",1044,1687
,,,,,,,,0,"000000000000","000000000000-0000",1045,1688
,,,,,,,,0,"000000000000","000000000000-0000",1046,1689
,,,,,,,,0,"000000000000","000000000000-0000",1047,1690
,,,,,,,,0,"000000000000","000000000000-0000",1048,1691
,,,,,,,,0,"000000000000","000000000000-0000",1049,1692
,,,,,,,,0,"000000000000","000000000000-0000",1050,1693
,,,,,,,,0,"000000000000","000000000000-0000",1052,1755
,,,,,,,,0,"000000000000","000000000000-0000",1054,1756
,,,,,,,,0,"000000000000","000000000000-0000",1055,1757
,,,,,,,,0,"000000000000","000000000000-0000",1056,1758
,,,,,,,,0,"000000000000","000000000000-0000",1057,1759
,,,,,,,,0,"000000000000","000000000000-0000",1058,1760
,,,,,,,,0,"000000000000","000000000000-0000",1059,1761
,,,,,,,,0,"000000000000","000000000000-0000",1060,1762
,,,,,,,,0,"000000000000","000000000000-0000",1062,1824
,,,,,,,,0,"000000000000","000000000000-0000",1064,1825
,,,,,,,,0,"000000000000","000000000000-0000",1065,1826
,,,,,,,,0,"000000000000","000000000000-0000",1066,1827
,,,,,,,,0,"000000000000","000000000000-0000",1067,1828
,,,,,,,,0,"000000000000","000000000000-0000",1068,1829
,,,,,,,,0,"000000000000","000000000000-0000",1069,1830
,,,,,,,,0,"000000000000","000000000000-0000",1070,1831
,,,,,,,,0,"000000000000","000000000000-0000",1072,1893
,,,,,,,,0,"000000000000","000000000000-0000",1074,1894
,,,,,,,,0,"000000000000","000000000000-0000",1075,1895
,,,,,,,,0,"000000000000","000000000000-0000",1076,1896
,,,,,,,,0,"000000000000","000000000000-0000",1077,1897
,,,,,,,,0,"000000000000","000000000000-0000",1078,1898
,,,,,,,,0,"000000000000","000000000000-0000",1079,1899
,,,,,,,,0,"000000000000","000000000000-0000",1080,1900
,,,,,,,,0,"000000000000","000000000000-0000",1082,1962
,,,,,,,,0,"000000000000","000000000000-0000",1084,1963
,,,,,,,,0,"000000000000","000000000000-0000",1085,1964
,,,,,,,,0,"000000000000","000000000000-0000",1086,1965
,,,,,,,,0,"000000000000","000000000000-0000",1087,1966
,,,,,,,,0,"000000000000","000000000000-0000",1088,1967
,,,,,,,,0,"000000000000","000000000000-0000",1089,1968
,,,,,,,,0,"000000000000","000000000000-0000",1090,1969
,,,,,,,,0,"000000000000","000000000000-0000",1092,2031
,,,,,,,,0,"000000000000","000000000000-0000",1094,2032
,,,,,,,,0,"000000000000","000000000000-0000",1095,2033
,,,,,,,,0,"000000000000","000000000000-0000",1096,2034
,,,,,,,,0,"000000000000","000000000000-0000",1097,2035
,,,,,,,,0,"000000000000","000000000000-0000",1098,2036
,,,,,,,,0,"000000000000","000000000000-0000",1099,2037
,,,,,,,,0,"000000000000","000000000000-0000",1100,2038
,,,,,,,,0,"000000000000","000000000000-0000",1102,2100
,,,,,,,,0,"000000000000","000000000000-0000",1104,2101
,,,,,,,,0,"000000000000","000000000000-0000",1105,2102
,,,,,,,,0,"000000000000","000000000000-0000",1106,2103
,,,,,,,,0,"000000000000","000000000000-0000",1107,2104
,,,,,,,,0,"000000000000","000000000000-0000",1108,2105
,,,,,,,,0,"000000000000","000000000000-0000",1109,2106
,,,,,,,,0,"000000000000","000000000000-0000",1110,2107
,,,,,,,,0,"000000000000","000000000000-0000",1112,2169
,,,,,,,,0,"000000000000","000000000000-0000",1114,2170
,,,,,,,,0,"000000000000","000000000000-0000",1115,2171
,,,,,,,,0,"000000000000","000000000000-0000",1116,2172
,,,,,,,,0,"000000000000","000000000000-0000",1117,2173
,,,,,,,,0,"000000000000","000000000000-0000",1118,2174
,,,,,,,,0,"000000000000","000000000000-0000",1119,2175
,,,,,,,,0,"000000000000","000000000000-0000",1120,2176
,,,,,,,,0,"000000000000","000000000000-0000",1121,637
,,,,,,,,0,"000000000000","000000000000-0000",1123,385
,,,,,,,,0,"000000000000","000000000000-0000",1124,386
,,,,,,,,0,"000000000000","000000000000-0000",1125,387
,,,,,,,,0,"000000000000","000000000000-0000",1126,388
,,,,,,,,0,"000000000000","000000000000-0000",1127,395
,,,,,,,,0,"000000000000","000000000000-0000",1128,396
,,,,,,,,0,"000000000000","000000000000-0000",1129,397
,,,,,,,,0,"000000000000","000000000000-0000",1130,398
,,,,,,,,0,"000000000000","000000000000-0000",1131,405
,,,,,,,,0,"000000000000","000000000000-0000",1132,406
,,,,,,,,0,"000000000000","000000000000-0000",1133,407
,,,,,,,,0,"000000000000","000000000000-0000",1134,408
,,,,,,,,0,"000000000000","000000000000-0000",1135,415
,,,,,,,,0,"000000000000","000000000000-0000",1136,416
,,,,,,,,0,"000000000000","000000000000-0000",1137,417
,,,,,,,,0,"000000000000","000000000000-0000",1138,418
,,,,,,,,0,"000000000000","000000000000-0000",1139,326
,,,,,,,,0,"000000000000","000000000000-0000",1140,424
,,,,,,,,0,"000000000000","000000000000-0000",1141,425
,,,,,,,,0,"000000000000","000000000000-0000",1142,431
,,,,,,,,0,"000000000000","000000000000-0000",1143,432
,,,,,,,,0,"000000000000","000000000000-0000",1144,442
,,,,,,,,0,"000000000000","000000000000-0000",1145,423
,,,,,,,,0,"000000000000","000000000000-0000",1146,430
,,,,,,,,0,"000000000000","000000000000-0000",1294,799
,,,,,,,,0,"000000000000","000000000000-0000",1295,547
,,,,,,,,0,"000000000000","000000000000-0000",1296,548
,,,,,,,,0,"000000000000","000000000000-0000",1297,549
,,,,,,,,0,"000000000000","000000000000-0000",1298,550
,,,,,,,,0,"000000000000","000000000000-0000",1299,551
,,,,,,,,0,"000000000000","000000000000-0000",1300,552
,,,,,,,,0,"000000000000","000000000000-0000",1301,553
,,,,,,,,0,"000000000000","000000000000-0000",1302,554
,,,,,,,,0,"000000000000","000000000000-0000",1303,555
,,,,,,,,0,"000000000000","000000000000-0000",1304,556
,,,,,,,,0,"000000000000","000000000000-0000",1305,866
,,,,,,,,0,"000000000000","000000000000-0000",1306,867
,,,,,,,,0,"000000000000","000000000000-0000",1307,868
,,,,,,,,0,"000000000000","000000000000-0000",1309,869
,,,,,,,,0,"000000000000","000000000000-0000",1310,870
,,,,,,,,0,"000000000000","000000000000-0000",1311,871
,,,,,,,,0,"000000000000","000000000000-0000",1312,872
,,,,,,,,0,"000000000000","000000000000-0000",1313,873
,,,,,,,,0,"000000000000","000000000000-0000",1314,874
,,,,,,,,0,"000000000000","000000000000-0000",1315,875
,,,,,,,,0,"000000000000","000000000000-0000",1316,876
,,,,,,,,0,"000000000000","000000000000-0000",1317,877
,,,,,,,,0,"000000000000","000000000000-0000",1318,878
,,,,,,,,0,"000000000000","000000000000-0000",1319,879
,,,,,,,,0,"000000000000","000000000000-0000",1320,881
,,,,,,,,0,"000000000000","000000000000-0000",1321,882
,,,,,,,,0,"000000000000","000000000000-0000",1322,883
,,,,,,,,0,"000000000000","000000000000-0000",1323,884
,,,,,,,,0,"000000000000","000000000000-0000",1324,885
,,,,,,,,0,"000000000000","000000000000-0000",1325,886
,,,,,,,,0,"000000000000","000000000000-0000",1326,887
,,,,,,,,0,"000000000000","000000000000-0000",1327,888
,,,,,,,,0,"000000000000","000000000000-0000",1328,889
,,,,,,,,0,"000000000000","000000000000-0000",1329,890
,,,,,,,,0,"000000000000","000000000000-0000",1336,893
,,,,,,,,0,"000000000000","000000000000-0000",1349,935
,,,,,,,,0,"000000000000","000000000000-0000",1350,936
,,,,,,,,0,"000000000000","000000000000-0000",1351,937
,,,,,,,,0,"000000000000","000000000000-0000",1353,938
,,,,,,,,0,"000000000000","000000000000-0000",1354,939
,,,,,,,,0,"000000000000","000000000000-0000",1355,940
,,,,,,,,0,"000000000000","000000000000-0000",1356,941
,,,,,,,,0,"000000000000","000000000000-0000",1357,942
,,,,,,,,0,"000000000000","000000000000-0000",1358,943
,,,,,,,,0,"000000000000","000000000000-0000",1359,944
,,,,,,,,0,"000000000000","000000000000-0000",1360,945
,,,,,,,,0,"000000000000","000000000000-0000",1361,946
,,,,,,,,0,"000000000000","000000000000-0000",1362,947
,,,,,,,,0,"000000000000","000000000000-0000",1363,948
,,,,,,,,0,"000000000000","000000000000-0000",1364,950
,,,,,,,,0,"000000000000","000000000000-0000",1365,951
,,,,,,,,0,"000000000000","000000000000-0000",1366,952
,,,,,,,,0,"000000000000","000000000000-0000",1367,953
,,,,,,,,0,"000000000000","000000000000-0000",1368,954
,,,,,,,,0,"000000000000","000000000000-0000",1369,955
,,,,,,,,0,"000000000000","000000000000-0000",1370,956
,,,,,,,,0,"000000000000","000000000000-0000",1371,957
,,,,,,,,0,"000000000000","000000000000-0000",1372,958
,,,,,,,,0,"000000000000","000000000000-0000",1373,959
,,,,,,,,0,"000000000000","000000000000-0000",1380,962
,,,,,,,,0,"000000000000","000000000000-0000",1393,1004
,,,,,,,,0,"000000000000","000000000000-0000",1394,1005
,,,,,,,,0,"000000000000","000000000000-0000",1395,1006
,,,,,,,,0,"000000000000","000000000000-0000",1397,1007
,,,,,,,,0,"000000000000","000000000000-0000",1398,1008
,,,,,,,,0,"000000000000","000000000000-0000",1399,1009
,,,,,,,,0,"000000000000","000000000000-0000",1400,1010
,,,,,,,,0,"000000000000","000000000000-0000",1401,1011
,,,,,,,,0,"000000000000","000000000000-0000",1402,1012
,,,,,,,,0,"000000000000","000000000000-0000",1403,1013
,,,,,,,,0,"000000000000","000000000000-0000",1404,1014
,,,,,,,,0,"000000000000","000000000000-0000",1405,1015
,,,,,,,,0,"000000000000","000000000000-0000",1406,1016
,,,,,,,,0,"000000000000","000000000000-0000",1407,1017
,,,,,,,,0,"000000000000","000000000000-0000",1408,1019
,,,,,,,,0,"000000000000","000000000000-0000",1409,1020
,,,,,,,,0,"000000000000","000000000000-0000",1410,1021
,,,,,,,,0,"000000000000","000000000000-0000",1411,1022
,,,,,,,,0,"000000000000","000000000000-0000",1412,1023
,,,,,,,,0,"000000000000","000000000000-0000",1413,1024
,,,,,,,,0,"000000000000","000000000000-0000",1414,1025
,,,,,,,,0,"000000000000","000000000000-0000",1415,1026
,,,,,,,,0,"000000000000","000000000000-0000",1416,1027
,,,,,,,,0,"000000000000","000000000000-0000",1417,1028
,,,,,,,,0,"000000000000","000000000000-0000",1424,1031
,,,,,,,,0,"000000000000","000000000000-0000",1437,1073
,,,,,,,,0,"000000000000","000000000000-0000",1438,1074
,,,,,,,,0,"000000000000","000000000000-0000",1439,1075
,,,,,,,,0,"000000000000","000000000000-0000",1441,1076
,,,,,,,,0,"000000000000","000000000000-0000",1442,1077
,,,,,,,,0,"000000000000","000000000000-0000",1443,1078
,,,,,,,,0,"000000000000","000000000000-0000",1444,1079
,,,,,,,,0,"000000000000","000000000000-0000",1445,1080
,,,,,,,,0,"000000000000","000000000000-0000",1446,1081
,,,,,,,,0,"000000000000","000000000000-0000",1447,1082
,,,,,,,,0,"000000000000","000000000000-0000",1448,1083
,,,,,,,,0,"000000000000","000000000000-0000",1449,1084
,,,,,,,,0,"000000000000","000000000000-0000",1450,1085
,,,,,,,,0,"000000000000","000000000000-0000",1451,1086
,,,,,,,,0,"000000000000","000000000000-0000",1452,1088
,,,,,,,,0,"000000000000","000000000000-0000",1453,1089
,,,,,,,,0,"000000000000","000000000000-0000",1454,1090
,,,,,,,,0,"000000000000","000000000000-0000",1455,1091
,,,,,,,,0,"000000000000","000000000000-0000",1456,1092
,,,,,,,,0,"000000000000","000000000000-0000",1457,1093
,,,,,,,,0,"000000000000","000000000000-0000",1458,1094
,,,,,,,,0,"000000000000","000000000000-0000",1459,1095
,,,,,,,,0,"000000000000","000000000000-0000",1460,1096
,,,,,,,,0,"000000000000","000000000000-0000",1461,1097
,,,,,,,,0,"000000000000","000000000000-0000",1468,1100
,,,,,,,,0,"000000000000","000000000000-0000",1481,1142
,,,,,,,,0,"000000000000","000000000000-0000",1482,1143
,,,,,,,,0,"000000000000","000000000000-0000",1483,1144
,,,,,,,,0,"000000000000","000000000000-0000",1485,1145
