INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,MULTI_REQUIRE_ATR,HD_SUB_CMT_FONT_COLOR,HD_SUB_CMT_CONTENT,HD_SUB_CMT_FONT_WEIGHT,REC_CMT_FONT_COLOR,REC_CMT_CONTENT,REC_CMT_FONT_WEIGHT,REC_WORK_TIME_REFLECT_ATR,SUB_WORK_TIME_REFLECT_ATR,SUB_WORK_TIME_DELETE_ATR,SUB_WORK_TIME_CD_REFLECT_ATR
,,,,,,,,"0","000000000000","000000000000-0000","0","#000000","","0","#000000","","0","0","0","0","0"
