"INS_DATE","INS_CCD","INS_SCD","INS_PG","UPD_DATE","UPD_CCD","UPD_SCD","UPD_PG","EXCLUS_VER","CONTRACT_CD","CID","NON_LEGAL_HD_ATR","HD_UNIT","START_DATE_ATR","START_MD","START_YMD","HD_DAYS","LAST_WEEK_HD_DAYS"
,,,,,,,,"0","000000000000","000000000000-0000","1","0","0",,"2000-01-01","1",
