"INS_DATE","INS_CCD","INS_SCD","INS_PG","UPD_DATE","UPD_CCD","UPD_SCD","UPD_PG","EXCLUS_VER","CONTRACT_CD","CID","TIME_MANAGE_ATR","TIME_UNIT","TIME_MAX_DAY_MANAGE_ATR","TIME_MAX_DAY_REFERENCE","TIME_MAX_DAY_UNIF_COMP","ROUND_PROC_CLA","TIME_OF_DAY_REFERENCE","UNIFORM_TIME","CONTRACT_TIME_ROUND"
,,,,,,,,"0","000000000000","000000000000-0000","0","3","0","0","5","0","0","480","1"
