INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,ATTENDANCE_ITEM_ID,ATTENDANCE_ITEM_NAME,DISPLAY_NUMBER,USER_CAN_SET,LINE_BREAK_POSITION,DAILY_ATTENDANCE_ATR,TYPE_OF_MASTER,PRIMITIVE_VALUE
,,,,,,,,0,"000000000000","000000000000-0000","830","休出事前上限区分","325","1",0,"4","13",
,,,,,,,,0,"000000000000","000000000000-0000","831","休出深夜事前上限区分","326","1",0,"4","13",
,,,,,,,,0,"000000000000","000000000000-0000","832","フレックス事前上限区分","327","1",0,"4","13",
,,,,,,,,0,"000000000000","000000000000-0000","833","備考1","433","1",0,"7",,"13"
,,,,,,,,0,"000000000000","000000000000-0000","834","備考2","434","1",0,"7",,"13"
,,,,,,,,0,"000000000000","000000000000-0000","835","備考3","435","1",0,"7",,"13"
,,,,,,,,0,"000000000000","000000000000-0000","836","備考4","436","1",0,"7",,"13"
,,,,,,,,0,"000000000000","000000000000-0000","837","備考5","437","1",0,"7",,"13"
,,,,,,,,0,"000000000000","000000000000-0000","848","{0}乖離時間","173",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","849","{0}乖離時間","174",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","850","{0}乖離時間","175",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","851","{0}乖離時間","176",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","852","{0}乖離時間","177",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","853","{0}乖離時間","178",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","854","{0}乖離時間","179",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","855","{0}乖離時間","180",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","856","{0}乖離時間","181",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","857","{0}乖離時間","182",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","858","勤務種別","332","1",0,0,"14","21"
,,,,,,,,0,"000000000000","000000000000-0000","1123","出勤前1特別休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1124","出勤前1特別休暇枠NO","332","1",0,"2",,
,,,,,,,,0,"000000000000","000000000000-0000","1125","出勤前1子の看護休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1126","出勤前1介護休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1127","出勤前2特別休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1128","出勤前2特別休暇枠NO","332","1",0,"2",,
,,,,,,,,0,"000000000000","000000000000-0000","1129","出勤前2子の看護休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1130","出勤前2介護休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1131","退勤後1特別休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1132","退勤後1特別休暇枠NO","332","1",0,"2",,
,,,,,,,,0,"000000000000","000000000000-0000","1133","退勤後1子の看護休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1134","退勤後1介護休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1135","退勤後2特別休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1136","退勤後2特別休暇枠NO","332","1",0,"2",,
,,,,,,,,0,"000000000000","000000000000-0000","1137","退勤後2子の看護休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1138","退勤後2介護休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1139","控除用所定外休憩時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1140","私用外出子の看護休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1141","私用外出介護休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1142","組合外出子の看護休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1143","組合外出介護休暇時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1144","振休使用時間","332","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","1145","私用外出特別休暇枠NO","332","1",0,"2",,
,,,,,,,,0,"000000000000","000000000000-0000","1146","組合外出特別休暇枠NO","332","1",0,"2",,
,,,,,,,,0,"000000000000","000000000000-0000","86","外出区分1","697","1",0,"4","11","14"
,,,,,,,,0,"000000000000","000000000000-0000","87","外出場所1","698","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","88","外出時刻1","699","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","90","戻り場所1","700","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","91","戻り時刻1","701","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","93","外出区分2","702","1",0,"4","11","14"
,,,,,,,,0,"000000000000","000000000000-0000","94","外出場所2","703","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","95","外出時刻2","704","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","97","戻り場所2","705","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","98","戻り時刻2","706","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","100","外出区分3","707","1",0,"4","11","14"
,,,,,,,,0,"000000000000","000000000000-0000","101","外出場所3","708","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","102","外出時刻3","709","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","104","戻り場所3","710","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","105","戻り時刻3","711","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","107","外出区分4","712","1",0,"4","11","14"
,,,,,,,,0,"000000000000","000000000000-0000","108","外出場所4","713","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","109","外出時刻4","714","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","111","戻り場所4","715","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","112","戻り時刻4","716","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","114","外出区分5","717","1",0,"4","11","14"
,,,,,,,,0,"000000000000","000000000000-0000","115","外出場所5","718","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","116","外出時刻5","719","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","118","戻り場所5","720","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","119","戻り時刻5","721","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","121","外出区分6","722","1",0,"4","11","14"
,,,,,,,,0,"000000000000","000000000000-0000","122","外出場所6","723","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","123","外出時刻6","724","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","125","戻り場所6","725","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","126","戻り時刻6","726","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","128","外出区分7","727","1",0,"4","11","14"
,,,,,,,,0,"000000000000","000000000000-0000","129","外出場所7","728","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","130","外出時刻7","729","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","132","戻り場所7","730","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","133","戻り時刻7","731","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","135","外出区分8","732","1",0,"4","11","14"
,,,,,,,,0,"000000000000","000000000000-0000","136","外出場所8","733","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","137","外出時刻8","734","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","139","戻り場所8","735","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","140","戻り時刻8","736","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","142","外出区分9","737","1",0,"4","11","14"
,,,,,,,,0,"000000000000","000000000000-0000","143","外出場所9","738","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","144","外出時刻9","739","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","146","戻り場所9","740","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","147","戻り時刻9","741","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","149","外出区分10","742","1",0,"4","11","14"
,,,,,,,,0,"000000000000","000000000000-0000","150","外出場所10","743","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","151","外出時刻10","744","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","153","戻り場所10","745","1",0,0,"3","6"
,,,,,,,,0,"000000000000","000000000000-0000","154","戻り時刻10","746","1",0,"6",,"15"
,,,,,,,,0,"000000000000","000000000000-0000","217","{0}","747","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","219","計算{0}","748",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","222","{0}","749","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","224","計算{0}","750",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","227","{0}","751","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","229","計算{0}","752",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","232","{0}","753","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","234","計算{0}","754",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","237","{0}","755","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","239","計算{0}","756",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","242","{0}","757","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","244","計算{0}","758",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","247","{0}","759","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","249","計算{0}","760",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","252","{0}","761","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","254","計算{0}","762",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","257","{0}","763","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","259","計算{0}","764",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","262","{0}","765","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","264","計算{0}","766",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","316","{0}","767","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","317","{0}","768","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","318","{0}","769","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","319","{0}","770","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","320","{0}","771","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","321","{0}","772","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","322","{0}","773","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","323","{0}","774","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","324","{0}","775","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","325","{0}","776","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","336","法定内{0}","777","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","337","法定内{0}","778","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","338","法定内{0}","779","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","339","法定内{0}","780","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","340","法定内{0}","781","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","341","法定内{0}","782","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","342","法定内{0}","783","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","343","法定内{0}","784","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","344","法定内{0}","785","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","345","法定内{0}","786","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","346","法定外{0}","787","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","347","法定外{0}","788","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","348","法定外{0}","789","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","349","法定外{0}","790","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","350","法定外{0}","791","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","351","法定外{0}","792","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","352","法定外{0}","793","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","353","法定外{0}","794","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","354","法定外{0}","795","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","355","法定外{0}","796","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","366","{0}","797","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","367","{0}","798","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","368","{0}","799","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","369","{0}","800","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","370","{0}","801","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","371","{0}","802","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","372","{0}","803","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","373","{0}","804","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","374","{0}","805","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","375","{0}","806","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","386","法定内{0}","807","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","387","法定内{0}","808","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","388","法定内{0}","809","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","389","法定内{0}","810","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","390","法定内{0}","811","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","391","法定内{0}","812","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","392","法定内{0}","813","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","393","法定内{0}","814","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","394","法定内{0}","815","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","395","法定内{0}","816","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","396","法定外{0}","817","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","397","法定外{0}","818","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","398","法定外{0}","819","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","399","法定外{0}","820","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","400","法定外{0}","821","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","401","法定外{0}","822","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","402","法定外{0}","823","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","403","法定外{0}","824","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","404","法定外{0}","825","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","405","法定外{0}","826","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","462","私用外出回数","827","1",0,"2",,"12"
,,,,,,,,0,"000000000000","000000000000-0000","463","私用外出時間","828","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","464","私用内外出時間","829","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","465","私用外外出時間","830","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","466","コア外私用外出時間","831","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","467","計算私用外出時間","832",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","468","計算私用内外出時間","833",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","469","計算私用外外出時間","834",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","470","計算コア外私用外出時間","835",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","471","控除用私用外出時間","836",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","472","控除用計算私用内外出時間","837",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","473","控除用計算私用外外出時間","838",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","474","控除用コア外私用外出時間","839",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","475","公用外出回数","840","1",0,"2",,"12"
,,,,,,,,0,"000000000000","000000000000-0000","476","公用外出時間","841","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","477","公用内外出時間","842","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","478","公用外外出時間","843","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","479","計算公用外出時間","844",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","480","計算公用内外出時間","845",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","481","計算公用外外出時間","846",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","482","有償外出回数","847","1",0,"2",,"12"
,,,,,,,,0,"000000000000","000000000000-0000","483","有償外出時間","848","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","484","有償内外出時間","849","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","485","有償外外出時間","850","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","486","計算有償外出時間","851",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","487","計算有償内外出時間","852",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","488","計算有償外外出時間","853",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","489","組合外出回数","854","1",0,"2",,"12"
,,,,,,,,0,"000000000000","000000000000-0000","490","組合外出時間","855","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","491","組合内外出時間","856","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","492","組合外外出時間","857","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","493","コア外組合外出時間","858","1",0,"5",,"1"
,,,,,,,,0,"000000000000","000000000000-0000","494","計算組合外出時間","859",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","495","計算組合内外出時間","860",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","496","計算組合外外出時間","861",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","497","計算コア外組合外出時間","862",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","498","控除用組合外出時間","863",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","499","控除用計算組合内外出時間","864",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","500","控除用計算組合外外出時間","865",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","501","控除用コア外組合外出時間","866",0,0,"5",,
,,,,,,,,0,"000000000000","000000000000-0000","636","加給計算区分","867","1",0,"4","9",
,,,,,,,,0,"000000000000","000000000000-0000","637","特定加給計算区分","868","1",0,"4","9",
,,,,,,,,0,"000000000000","000000000000-0000","921","応援勤務先場所1",869,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","922","応援勤務先職場1",870,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","923","応援作業備考1",871,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","924","応援{0}_1",872,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","925","応援{0}_1",873,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","926","応援{0}_1",874,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","927","応援{0}_1",875,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","928","応援{0}_1",876,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","929","応援開始打刻時刻1",877,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","930","応援終了打刻時刻1",878,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","931","応援勤務先場所2",879,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","932","応援勤務先職場2",880,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","933","応援作業備考2",881,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","934","応援{0}_2",882,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","935","応援{0}_2",883,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","936","応援{0}_2",884,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","937","応援{0}_2",885,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","938","応援{0}_2",886,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","939","応援開始打刻時刻2",887,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","940","応援終了打刻時刻2",888,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","941","応援勤務先場所3",889,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","942","応援勤務先職場3",890,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","943","応援作業備考3",891,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","944","応援{0}_3",892,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","945","応援{0}_3",893,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","946","応援{0}_3",894,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","947","応援{0}_3",895,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","948","応援{0}_3",896,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","949","応援開始打刻時刻3",897,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","950","応援終了打刻時刻3",898,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","951","応援勤務先場所4",899,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","952","応援勤務先職場4",900,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","953","応援作業備考4",901,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","954","応援{0}_4",902,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","955","応援{0}_4",903,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","956","応援{0}_4",904,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","957","応援{0}_4",905,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","958","応援{0}_4",906,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","959","応援開始打刻時刻4",907,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","960","応援終了打刻時刻4",908,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","961","応援勤務先場所5",909,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","962","応援勤務先職場5",910,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","963","応援作業備考5",911,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","964","応援{0}_5",912,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","965","応援{0}_5",913,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","966","応援{0}_5",914,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","967","応援{0}_5",915,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","968","応援{0}_5",916,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","969","応援開始打刻時刻5",917,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","970","応援終了打刻時刻5",918,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","971","応援勤務先場所6",919,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","972","応援勤務先職場6",920,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","973","応援作業備考6",921,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","974","応援{0}_6",922,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","975","応援{0}_6",923,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","976","応援{0}_6",924,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","977","応援{0}_6",925,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","978","応援{0}_6",926,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","979","応援開始打刻時刻6",927,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","980","応援終了打刻時刻6",928,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","981","応援勤務先場所7",929,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","982","応援勤務先職場7",930,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","983","応援作業備考7",931,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","984","応援{0}_7",932,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","985","応援{0}_7",933,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","986","応援{0}_7",934,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","987","応援{0}_7",935,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","988","応援{0}_7",936,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","989","応援開始打刻時刻7",937,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","990","応援終了打刻時刻7",938,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","991","応援勤務先場所8",939,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","992","応援勤務先職場8",940,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","993","応援作業備考8",941,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","994","応援{0}_8",942,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","995","応援{0}_8",943,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","996","応援{0}_8",944,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","997","応援{0}_8",945,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","998","応援{0}_8",946,1,0,0,15,63
