INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,ATTENDANCE_ITEM_ID,ATTENDANCE_ITEM_NAME,DISPLAY_NUMBER,USER_CAN_SET,LINE_BREAK_POSITION,DAILY_ATTENDANCE_ATR,TYPE_OF_MASTER,PRIMITIVE_VALUE
,,,,,,,,0,"000000000000","000000000000-0000","999","応援開始打刻時刻8",947,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1000","応援終了打刻時刻8",948,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1001","応援勤務先場所9",949,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","1002","応援勤務先職場9",950,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","1003","応援作業備考9",951,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","1004","応援{0}_9",952,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1005","応援{0}_9",953,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1006","応援{0}_9",954,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1007","応援{0}_9",955,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1008","応援{0}_9",956,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1009","応援開始打刻時刻9",957,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1010","応援終了打刻時刻9",958,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1011","応援勤務先場所10",959,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","1012","応援勤務先職場10",960,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","1013","応援作業備考10",961,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","1014","応援{0}_10",962,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1015","応援{0}_10",963,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1016","応援{0}_10",964,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1017","応援{0}_10",965,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1018","応援{0}_10",966,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1019","応援開始打刻時刻10",967,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1020","応援終了打刻時刻10",968,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1021","応援勤務先場所11",969,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","1022","応援勤務先職場11",970,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","1023","応援作業備考11",971,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","1024","応援{0}_11",972,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1025","応援{0}_11",973,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1026","応援{0}_11",974,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1027","応援{0}_11",975,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1028","応援{0}_11",976,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1029","応援開始打刻時刻11",977,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1030","応援終了打刻時刻11",978,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1031","応援勤務先場所12",979,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","1032","応援勤務先職場12",980,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","1033","応援作業備考12",981,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","1034","応援{0}_12",982,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1035","応援{0}_12",983,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1036","応援{0}_12",984,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1037","応援{0}_12",985,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1038","応援{0}_12",986,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1039","応援開始打刻時刻12",987,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1040","応援終了打刻時刻12",988,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1041","応援勤務先場所13",989,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","1042","応援勤務先職場13",990,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","1043","応援作業備考13",991,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","1044","応援{0}_13",992,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1045","応援{0}_13",993,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1046","応援{0}_13",994,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1047","応援{0}_13",995,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1048","応援{0}_13",996,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1049","応援開始打刻時刻13",997,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1050","応援終了打刻時刻13",998,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1051","応援勤務先場所14",999,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","1052","応援勤務先職場14",1000,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","1053","応援作業備考14",1001,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","1054","応援{0}_14",1002,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1055","応援{0}_14",1003,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1056","応援{0}_14",1004,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1057","応援{0}_14",1005,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1058","応援{0}_14",1006,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1059","応援開始打刻時刻14",1007,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1060","応援終了打刻時刻14",1008,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1061","応援勤務先場所15",1009,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","1062","応援勤務先職場15",1010,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","1063","応援作業備考15",1011,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","1064","応援{0}_15",1012,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1065","応援{0}_15",1013,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1066","応援{0}_15",1014,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1067","応援{0}_15",1015,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1068","応援{0}_15",1016,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1069","応援開始打刻時刻15",1017,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1070","応援終了打刻時刻15",1018,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1071","応援勤務先場所16",1019,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","1072","応援勤務先職場16",1020,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","1073","応援作業備考16",1021,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","1074","応援{0}_16",1022,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1075","応援{0}_16",1023,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1076","応援{0}_16",1024,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1077","応援{0}_16",1025,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1078","応援{0}_16",1026,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1079","応援開始打刻時刻16",1027,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1080","応援終了打刻時刻16",1028,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1081","応援勤務先場所17",1029,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","1082","応援勤務先職場17",1030,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","1083","応援作業備考17",1031,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","1084","応援{0}_17",1032,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1085","応援{0}_17",1033,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1086","応援{0}_17",1034,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1087","応援{0}_17",1035,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1088","応援{0}_17",1036,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1089","応援開始打刻時刻17",1037,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1090","応援終了打刻時刻17",1038,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1091","応援勤務先場所18",1039,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","1092","応援勤務先職場18",1040,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","1093","応援作業備考18",1041,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","1094","応援{0}_18",1042,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1095","応援{0}_18",1043,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1096","応援{0}_18",1044,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1097","応援{0}_18",1045,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1098","応援{0}_18",1046,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1099","応援開始打刻時刻18",1047,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1100","応援終了打刻時刻18",1048,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1101","応援勤務先場所19",1049,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","1102","応援勤務先職場19",1050,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","1103","応援作業備考19",1051,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","1104","応援{0}_19",1052,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1105","応援{0}_19",1053,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1106","応援{0}_19",1054,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1107","応援{0}_19",1055,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1108","応援{0}_19",1056,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1109","応援開始打刻時刻19",1057,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1110","応援終了打刻時刻19",1058,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1111","応援勤務先場所20",1059,1,0,0,3,6
,,,,,,,,0,"000000000000","000000000000-0000","1112","応援勤務先職場20",1060,1,0,0,5,10
,,,,,,,,0,"000000000000","000000000000-0000","1113","応援作業備考20",1061,1,0,7,,71
,,,,,,,,0,"000000000000","000000000000-0000","1114","応援{0}_20",1062,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1115","応援{0}_20",1063,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1116","応援{0}_20",1064,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1117","応援{0}_20",1065,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1118","応援{0}_20",1066,1,0,0,15,63
,,,,,,,,0,"000000000000","000000000000-0000","1119","応援開始打刻時刻20",1067,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","1120","応援終了打刻時刻20",1068,1,0,5,,15
,,,,,,,,0,"000000000000","000000000000-0000","859","直行区分",1069,0,0,4,,9
,,,,,,,,0,"000000000000","000000000000-0000","860","直帰区分",1070,0,0,4,,9
