INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,FRAME1_USE_ATR,FRAME1_NAME,FRAME2_USE_ATR,FRAME2_NAME,FRAME3_USE_ATR,FRAME3_NAME,FRAME4_USE_ATR,FRAME4_NAME,FRAME5_USE_ATR,FRAME5_NAME
,,,,,,,,0,"000000000000","000000000000-0000",1,"作業１",0,"作業2",0,"作業3",0,"作業４",0,"作業５"
