INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,USE_SUPPORT,USE_SUPPORT_IN_TIMEZONE
,,,,,,,,0,"000000000000","000000000000-0000",false,false
