ins_date,ins_ccd,ins_scd,ins_pg,upd_date,upd_ccd,upd_scd,upd_pg,exclus_ver,contract_cd,cid,correction_interval,hist_display_method,result_display_time,text_color,button_emphasis_art
,,,,,,,,0,"000000000000","000000000000-0000",10,1,20,"#999999",false
