INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,JOB_CAL_SET,WKP_CAL_SET,WKP_JOB_CAL_SET
,,,,,,,,0,"000000000000","000000000000-0000",0,0,0
