INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,OVER_TIME_ORDER_01,OVER_TIME_ORDER_02,OVER_TIME_ORDER_03,OVER_TIME_ORDER_04,OVER_TIME_ORDER_05,OVER_TIME_ORDER_06,OVER_TIME_ORDER_07,OVER_TIME_ORDER_08,OVER_TIME_ORDER_09,OVER_TIME_ORDER_10,HDWK_TIME_ORDER_01,HDWK_TIME_ORDER_02,HDWK_TIME_ORDER_03,HDWK_TIME_ORDER_04,HDWK_TIME_ORDER_05,HDWK_TIME_ORDER_06,HDWK_TIME_ORDER_07,HDWK_TIME_ORDER_08,HDWK_TIME_ORDER_09,HDWK_TIME_ORDER_10
,,,,,,,,0,"000000000000","000000000000-0000",1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
