INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,PER_INFO_ITEM_GROUP_ID,PER_INFO_ITEM_DEF_ID,CID
,,,,,,,,0,"000000000000","TEN0_COM0_GROUP000000000000000000001","TEN0_COM0_0000000000_CS00002_IS00003","000000000000-0000"
,,,,,,,,0,"000000000000","TEN0_COM0_GROUP000000000000000000001","TEN0_COM0_0000000000_CS00002_IS00009","000000000000-0000"
