INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,MISS_CALC_HD,PREMIUM_CALC_HD,PREMIUM_CALC_SUBHD,CALC_SET_TIME_SUBHD,FLEX_NOWORKING_CALC,IS_DEDUCT_PRED
,,,,,,,,0,"000000000000","000000000000-0000",false,false,false,false,false,false
