INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,PER_INFO_ITEM_GROUP_ID,CID,FIELD_GROUP_NAME,DISPORDER
,,,,,,,,0,"000000000000","TEN0_COM0_GROUP000000000000000000001","000000000000-0000","基本項目",1
