INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD, UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,USE_ATR,TOP_PAGE_PART_ID
,,,,,,,,0,"000000000000","000000000000-0000", 1, "45eee252-448d-40e0-a2a8-a4e23f577bfe"
,,,,,,,,0,"000000000000","000000000000-0000", 1, "4acd4a95-a941-498e-9f07-a0a6a1cf5128"
,,,,,,,,0,"000000000000","000000000000-0000", 1, "9f179a02-8e6a-40f5-94de-54700a41b688"
,,,,,,,,0,"000000000000","000000000000-0000", 1, "a2a46962-8e72-4d91-a761-841020bb826a"
,,,,,,,,0,"000000000000","000000000000-0000", 1, "ba961a5e-dc1c-4147-a4cf-b00935fe228f"
