INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,INCLUDE_LEGAL_OT,INCLUDE_HOLIDAY_OT,INCLUDE_EXTRA_OT,INCLUDE_LEGAL_AGGR,INCLUDE_HOLIDAY_AGGR,INCLUDE_EXTRA_AGGR,EXC_LEGAL_HDWK_OT
,,,,,,,,0,"000000000000","000000000000-0000",true,false,true,true,false,true,true
