INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,INSUFFIC_SET,INCLUDE_OT,AGGR_METHOD,LEGAL_AGGR_SET,INCLUDE_HDWK,SETTLE_PERIOD,START_MONTH,SETTLE_PERIOD_MON,WITHIN_TIME_USE
,,,,,,,,0,"000000000000","000000000000-0000","0",false,"0","0",false,"0","4","2",false
