INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,ONE_DAY,MORNING,AFTERNOON,ANNUAL_HOLIDAY,SPECIAL_HOLIDAY,YEARLY_RESERVED,ADDING_METHOD1,WORK_CLASS1,ADDING_METHOD2,WORK_CLASS2,REFERENCE_ATR_COM,REFERENCE_ATR_EMP
,,,,,,,,0,"000000000000","000000000000-0000",480,240,240,0,0,0,0,0,0,1,0,0
