INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,CALC_FROM_ZERO_TIME,WKD_LEGAL_HD,WKD_NON_LEGAL_HD,WKD_NON_LEGAL_PUBLIC_HD,LHD_WEEKDAY,LHD_NON_LEGAL_HD,LHD_NON_LEGAL_PUBLIC_HD,SHD_WEEKDAY,SHD_LEGAL_HD,SHD_NON_LEGAL_HD,SFT_WEEKDAY,SFT_LEGAL_HD,SFT_NON_LEGAL_PUBLIC_HD
,,,,,,,,0,"000000000000","000000000000-0000",0,0,0,0,0,0,0,0,0,0,0,0,0
