INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,USAGE_ATR,FRAME_SET,MN_AUTOCALC,EARLY_OT_FRAME,EARLY_OT_MN_FRAME,OVERTIME_FRAME,OVERTIME_MN_FRAME,HDWK_STAT_FRAME,HDWK_NOT_STAT_FRAME,HDWK_NOT_STAT_HD_FRAME,HDWK_MN_STAT_FRAME,HDWK_MN_NOT_STAT_FRAME,HDWK_MN_NOT_STAT_HD_FRAME
,,,,,,,,0,"000000000000","000000000000-0000",true,1,1,1,1,2,3,1,2,3,1,2,3
