INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,CLOSURE_ID,USE_ATR,CLOSURE_MONTH
,,,,,,,,0,"000000000000","000000000000-0000",1,1,202101
,,,,,,,,0,"000000000000","000000000000-0000",2,0,202101
,,,,,,,,0,"000000000000","000000000000-0000",3,0,202101
,,,,,,,,0,"000000000000","000000000000-0000",4,0,202101
,,,,,,,,0,"000000000000","000000000000-0000",5,0,202101
