INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,INIT_DISPLAY_WORKTIME,COMMENT_CONTENT1,COMMENT_FONT_WEIGHT1,COMMENT_FONT_COLOR1,COMMENT_CONTENT2,COMMENT_FONT_WEIGHT2,COMMENT_FONT_COLOR2,WORK_TIME_REFLECT_ATR
,,,,,,,,"0","000000000000","000000000000-0000","0","","0","#000000","","0","#000000","0"
