ins_date,ins_ccd,ins_scd,ins_pg,upd_date,upd_ccd,upd_scd,upd_pg,exclus_ver,contract_cd,cid,correction_interval,result_display_time,text_color,button_emphasis_art,toppage_link_art,display_stamp_list,goout_use_atr
,,,,,,,,0,"000000000000","000000000000-0000",10,3,"#999999",false,false,1,0
