INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,TRANS_ATTEND_DAY,CONTINOUS_WORK_COUNT_ATR,CALC_TARGET_OUT_COUNT_CON,NO_WORK_DAY_COUNT_ATR,WEEK_PREMIUM_WITH_LAST_MONTH,METHOD_ENTER_IN_MONTH_DEFORLABOR,METHOD_ENTER_IN_MONTH_FLEX
,,,,,,,,0,"000000000000","000000000000-0000",0,false,0,false,true,0,false
