"INS_DATE","INS_CCD","INS_SCD","INS_PG","UPD_DATE","UPD_CCD","UPD_SCD","UPD_PG","EXCLUS_VER","CONTRACT_CD","CID","HALF_MANAGE_ATR","HALF_MAX_REFERENCE","HALF_MAX_UNIFORM_COMP","HALF_ROUND_PROC","RETENTION_YEAR","SCHEDULD_WORKING_DAYS"
,,,,,,,,"0","000000000000","000000000000-0000","0","0","1","2","2","240"
