"INS_DATE","INS_CCD","INS_SCD","INS_PG","UPD_DATE","UPD_CCD","UPD_SCD","UPD_PG","EXCLUS_VER","CONTRACT_CD","CID","MANAGE_ATR","LINK_MNG_ATR","EXPIRATION_USE_SET","PREPAID_GET_ALLOW","EXP_DATE_MNG_METHOD","EXP_CHECK_MONTH_NUMBER","TIME_MANAGE_ATR","DIGESTION_UNIT","OCCURR_OT_USE_ATR","OCCURR_OT_TIME_ATR","DES_OT_ONEDAY_TIME","DES_OT_HALFDAY_TIME","CERTAIN_OT_TIME","OCCURR_HD_WORK_USE_ATR","OCCURR_HD_WORK_TIME_ATR","DES_HD_WORK_ONEDAY_TIME","DES_HD_WORK_HALFDAY_TIME","CERTAIN_HD_WORK_TIME"
,,,,,,,,"0","000000000000","000000000000-0000",true,false,"0","0","0","0",false,"0",false,false,"0","0","0",false,false,"0","0","0"
