"INS_DATE","INS_CCD","INS_SCD","INS_PG","UPD_DATE","UPD_CCD","UPD_SCD","UPD_PG","EXCLUS_VER","CONTRACT_CD","CID","DISPLAY_ATR","CMP_TITLE","CMP_LETTER_COLOR","CMP_BACKGROUND_COLOR","WKP_TITLE","WKP_LETTER_COLOR","WKP_BACKGROUND_COLOR","PS_LETTER_COLOR","PS_BACKGROUND_COLOR"
,,,,,,,,"0","000000000000","000000000000-0000","1","会社より","#7F7F7F","#E2F0D9","職場より","#7F7F7F","#E2F0D9","#000000","#E2F0D9"
