"INS_DATE","INS_CCD","INS_SCD","INS_PG","UPD_DATE","UPD_CCD","UPD_SCD","UPD_PG","EXCLUS_VER","CONTRACT_CD","CID","MGT_ATR","MGT_PERIOD_ATR","CARRY_OVER_DEADLINE","CARRY_FWD_MINUS_ART"
,,,,,,,,"0","000000000000","000000000000-0000",0,0,0,false
