ins_date,ins_ccd,ins_scd,ins_pg,upd_date,upd_ccd,upd_scd,upd_pg,exclus_ver,contract_cd,cid,attendance_item_id,disp_order
,,,,,,,,0,"000000000000","000000000000-0000",262,342
,,,,,,,,0,"000000000000","000000000000-0000",263,343
,,,,,,,,0,"000000000000","000000000000-0000",264,344
,,,,,,,,0,"000000000000","000000000000-0000",265,345
,,,,,,,,0,"000000000000","000000000000-0000",266,346
,,,,,,,,0,"000000000000","000000000000-0000",267,347
,,,,,,,,0,"000000000000","000000000000-0000",268,348
,,,,,,,,0,"000000000000","000000000000-0000",269,349
,,,,,,,,0,"000000000000","000000000000-0000",270,381
,,,,,,,,0,"000000000000","000000000000-0000",271,382
,,,,,,,,0,"000000000000","000000000000-0000",272,383
,,,,,,,,0,"000000000000","000000000000-0000",273,384
,,,,,,,,0,"000000000000","000000000000-0000",274,385
,,,,,,,,0,"000000000000","000000000000-0000",275,386
,,,,,,,,0,"000000000000","000000000000-0000",276,387
,,,,,,,,0,"000000000000","000000000000-0000",277,388
,,,,,,,,0,"000000000000","000000000000-0000",278,389
,,,,,,,,0,"000000000000","000000000000-0000",279,390
,,,,,,,,0,"000000000000","000000000000-0000",280,391
,,,,,,,,0,"000000000000","000000000000-0000",281,392
,,,,,,,,0,"000000000000","000000000000-0000",282,393
,,,,,,,,0,"000000000000","000000000000-0000",283,394
,,,,,,,,0,"000000000000","000000000000-0000",284,395
,,,,,,,,0,"000000000000","000000000000-0000",285,396
,,,,,,,,0,"000000000000","000000000000-0000",286,397
,,,,,,,,0,"000000000000","000000000000-0000",287,398
,,,,,,,,0,"000000000000","000000000000-0000",288,399
,,,,,,,,0,"000000000000","000000000000-0000",289,400
,,,,,,,,0,"000000000000","000000000000-0000",290,401
,,,,,,,,0,"000000000000","000000000000-0000",291,402
,,,,,,,,0,"000000000000","000000000000-0000",292,403
,,,,,,,,0,"000000000000","000000000000-0000",293,404
,,,,,,,,0,"000000000000","000000000000-0000",294,405
,,,,,,,,0,"000000000000","000000000000-0000",295,406
,,,,,,,,0,"000000000000","000000000000-0000",296,407
,,,,,,,,0,"000000000000","000000000000-0000",297,408
,,,,,,,,0,"000000000000","000000000000-0000",298,409
,,,,,,,,0,"000000000000","000000000000-0000",299,410
,,,,,,,,0,"000000000000","000000000000-0000",300,411
,,,,,,,,0,"000000000000","000000000000-0000",303,311
,,,,,,,,0,"000000000000","000000000000-0000",304,312
,,,,,,,,0,"000000000000","000000000000-0000",305,313
,,,,,,,,0,"000000000000","000000000000-0000",306,314
,,,,,,,,0,"000000000000","000000000000-0000",307,315
,,,,,,,,0,"000000000000","000000000000-0000",312,301
,,,,,,,,0,"000000000000","000000000000-0000",313,302
,,,,,,,,0,"000000000000","000000000000-0000",314,303
,,,,,,,,0,"000000000000","000000000000-0000",315,304
,,,,,,,,0,"000000000000","000000000000-0000",316,305
,,,,,,,,0,"000000000000","000000000000-0000",317,306
,,,,,,,,0,"000000000000","000000000000-0000",318,235
,,,,,,,,0,"000000000000","000000000000-0000",319,236
,,,,,,,,0,"000000000000","000000000000-0000",320,237
,,,,,,,,0,"000000000000","000000000000-0000",321,238
,,,,,,,,0,"000000000000","000000000000-0000",322,239
,,,,,,,,0,"000000000000","000000000000-0000",323,240
,,,,,,,,0,"000000000000","000000000000-0000",324,241
,,,,,,,,0,"000000000000","000000000000-0000",325,242
,,,,,,,,0,"000000000000","000000000000-0000",326,243
,,,,,,,,0,"000000000000","000000000000-0000",327,244
,,,,,,,,0,"000000000000","000000000000-0000",328,245
,,,,,,,,0,"000000000000","000000000000-0000",329,246
,,,,,,,,0,"000000000000","000000000000-0000",330,247
,,,,,,,,0,"000000000000","000000000000-0000",331,248
,,,,,,,,0,"000000000000","000000000000-0000",332,249
,,,,,,,,0,"000000000000","000000000000-0000",333,250
,,,,,,,,0,"000000000000","000000000000-0000",334,598
,,,,,,,,0,"000000000000","000000000000-0000",335,599
,,,,,,,,0,"000000000000","000000000000-0000",336,600
,,,,,,,,0,"000000000000","000000000000-0000",337,601
,,,,,,,,0,"000000000000","000000000000-0000",338,602
,,,,,,,,0,"000000000000","000000000000-0000",339,603
,,,,,,,,0,"000000000000","000000000000-0000",340,604
,,,,,,,,0,"000000000000","000000000000-0000",341,605
,,,,,,,,0,"000000000000","000000000000-0000",342,606
,,,,,,,,0,"000000000000","000000000000-0000",343,607
,,,,,,,,0,"000000000000","000000000000-0000",344,608
,,,,,,,,0,"000000000000","000000000000-0000",345,609
,,,,,,,,0,"000000000000","000000000000-0000",346,610
,,,,,,,,0,"000000000000","000000000000-0000",347,611
,,,,,,,,0,"000000000000","000000000000-0000",348,612
,,,,,,,,0,"000000000000","000000000000-0000",349,613
,,,,,,,,0,"000000000000","000000000000-0000",350,614
,,,,,,,,0,"000000000000","000000000000-0000",351,615
,,,,,,,,0,"000000000000","000000000000-0000",352,616
,,,,,,,,0,"000000000000","000000000000-0000",353,617
,,,,,,,,0,"000000000000","000000000000-0000",354,618
,,,,,,,,0,"000000000000","000000000000-0000",355,619
,,,,,,,,0,"000000000000","000000000000-0000",356,620
,,,,,,,,0,"000000000000","000000000000-0000",357,621
,,,,,,,,0,"000000000000","000000000000-0000",358,622
,,,,,,,,0,"000000000000","000000000000-0000",359,623
,,,,,,,,0,"000000000000","000000000000-0000",360,624
,,,,,,,,0,"000000000000","000000000000-0000",361,625
,,,,,,,,0,"000000000000","000000000000-0000",362,626
,,,,,,,,0,"000000000000","000000000000-0000",363,627
,,,,,,,,0,"000000000000","000000000000-0000",364,628
,,,,,,,,0,"000000000000","000000000000-0000",365,629
,,,,,,,,0,"000000000000","000000000000-0000",366,630
,,,,,,,,0,"000000000000","000000000000-0000",367,631
,,,,,,,,0,"000000000000","000000000000-0000",368,632
,,,,,,,,0,"000000000000","000000000000-0000",369,633
,,,,,,,,0,"000000000000","000000000000-0000",370,634
,,,,,,,,0,"000000000000","000000000000-0000",371,635
,,,,,,,,0,"000000000000","000000000000-0000",372,636
,,,,,,,,0,"000000000000","000000000000-0000",373,637
,,,,,,,,0,"000000000000","000000000000-0000",374,292
,,,,,,,,0,"000000000000","000000000000-0000",375,290
,,,,,,,,0,"000000000000","000000000000-0000",376,291
,,,,,,,,0,"000000000000","000000000000-0000",377,293
,,,,,,,,0,"000000000000","000000000000-0000",378,443
,,,,,,,,0,"000000000000","000000000000-0000",379,444
,,,,,,,,0,"000000000000","000000000000-0000",380,445
,,,,,,,,0,"000000000000","000000000000-0000",381,446
,,,,,,,,0,"000000000000","000000000000-0000",382,447
,,,,,,,,0,"000000000000","000000000000-0000",383,448
,,,,,,,,0,"000000000000","000000000000-0000",384,449
,,,,,,,,0,"000000000000","000000000000-0000",385,450
,,,,,,,,0,"000000000000","000000000000-0000",386,451
,,,,,,,,0,"000000000000","000000000000-0000",387,452
,,,,,,,,0,"000000000000","000000000000-0000",388,10
,,,,,,,,0,"000000000000","000000000000-0000",389,464
,,,,,,,,0,"000000000000","000000000000-0000",390,465
,,,,,,,,0,"000000000000","000000000000-0000",391,466
,,,,,,,,0,"000000000000","000000000000-0000",392,467
,,,,,,,,0,"000000000000","000000000000-0000",393,468
,,,,,,,,0,"000000000000","000000000000-0000",394,469
,,,,,,,,0,"000000000000","000000000000-0000",395,470
,,,,,,,,0,"000000000000","000000000000-0000",396,471
,,,,,,,,0,"000000000000","000000000000-0000",397,472
,,,,,,,,0,"000000000000","000000000000-0000",398,473
,,,,,,,,0,"000000000000","000000000000-0000",429,254
,,,,,,,,0,"000000000000","000000000000-0000",430,255
,,,,,,,,0,"000000000000","000000000000-0000",431,256
,,,,,,,,0,"000000000000","000000000000-0000",432,257
,,,,,,,,0,"000000000000","000000000000-0000",433,258
,,,,,,,,0,"000000000000","000000000000-0000",434,259
,,,,,,,,0,"000000000000","000000000000-0000",435,260
,,,,,,,,0,"000000000000","000000000000-0000",436,263
,,,,,,,,0,"000000000000","000000000000-0000",437,264
,,,,,,,,0,"000000000000","000000000000-0000",438,265
,,,,,,,,0,"000000000000","000000000000-0000",439,266
,,,,,,,,0,"000000000000","000000000000-0000",440,267
,,,,,,,,0,"000000000000","000000000000-0000",441,268
,,,,,,,,0,"000000000000","000000000000-0000",442,269
,,,,,,,,0,"000000000000","000000000000-0000",443,270
,,,,,,,,0,"000000000000","000000000000-0000",444,271
,,,,,,,,0,"000000000000","000000000000-0000",445,272
,,,,,,,,0,"000000000000","000000000000-0000",446,273
,,,,,,,,0,"000000000000","000000000000-0000",447,274
,,,,,,,,0,"000000000000","000000000000-0000",448,275
,,,,,,,,0,"000000000000","000000000000-0000",449,276
,,,,,,,,0,"000000000000","000000000000-0000",450,277
,,,,,,,,0,"000000000000","000000000000-0000",451,278
,,,,,,,,0,"000000000000","000000000000-0000",452,279
,,,,,,,,0,"000000000000","000000000000-0000",453,280
,,,,,,,,0,"000000000000","000000000000-0000",454,281
,,,,,,,,0,"000000000000","000000000000-0000",455,282
,,,,,,,,0,"000000000000","000000000000-0000",456,283
,,,,,,,,0,"000000000000","000000000000-0000",457,519
,,,,,,,,0,"000000000000","000000000000-0000",458,520
,,,,,,,,0,"000000000000","000000000000-0000",459,521
,,,,,,,,0,"000000000000","000000000000-0000",460,522
,,,,,,,,0,"000000000000","000000000000-0000",461,523
,,,,,,,,0,"000000000000","000000000000-0000",462,524
,,,,,,,,0,"000000000000","000000000000-0000",463,525
,,,,,,,,0,"000000000000","000000000000-0000",464,526
,,,,,,,,0,"000000000000","000000000000-0000",465,527
,,,,,,,,0,"000000000000","000000000000-0000",466,528
,,,,,,,,0,"000000000000","000000000000-0000",467,529
,,,,,,,,0,"000000000000","000000000000-0000",468,530
,,,,,,,,0,"000000000000","000000000000-0000",469,531
,,,,,,,,0,"000000000000","000000000000-0000",470,532
,,,,,,,,0,"000000000000","000000000000-0000",471,533
,,,,,,,,0,"000000000000","000000000000-0000",472,534
,,,,,,,,0,"000000000000","000000000000-0000",476,538
,,,,,,,,0,"000000000000","000000000000-0000",477,539
,,,,,,,,0,"000000000000","000000000000-0000",478,540
,,,,,,,,0,"000000000000","000000000000-0000",479,541
,,,,,,,,0,"000000000000","000000000000-0000",480,542
,,,,,,,,0,"000000000000","000000000000-0000",481,543
,,,,,,,,0,"000000000000","000000000000-0000",482,544
,,,,,,,,0,"000000000000","000000000000-0000",483,545
,,,,,,,,0,"000000000000","000000000000-0000",484,546
,,,,,,,,0,"000000000000","000000000000-0000",485,547
,,,,,,,,0,"000000000000","000000000000-0000",486,548
,,,,,,,,0,"000000000000","000000000000-0000",487,549
,,,,,,,,0,"000000000000","000000000000-0000",488,550
,,,,,,,,0,"000000000000","000000000000-0000",489,551
,,,,,,,,0,"000000000000","000000000000-0000",490,552
,,,,,,,,0,"000000000000","000000000000-0000",491,553
,,,,,,,,0,"000000000000","000000000000-0000",492,554
,,,,,,,,0,"000000000000","000000000000-0000",493,555
,,,,,,,,0,"000000000000","000000000000-0000",494,556
,,,,,,,,0,"000000000000","000000000000-0000",495,557
,,,,,,,,0,"000000000000","000000000000-0000",496,558
,,,,,,,,0,"000000000000","000000000000-0000",497,559
,,,,,,,,0,"000000000000","000000000000-0000",498,560
,,,,,,,,0,"000000000000","000000000000-0000",499,561
,,,,,,,,0,"000000000000","000000000000-0000",500,562
,,,,,,,,0,"000000000000","000000000000-0000",501,563
,,,,,,,,0,"000000000000","000000000000-0000",502,564
,,,,,,,,0,"000000000000","000000000000-0000",503,565
,,,,,,,,0,"000000000000","000000000000-0000",504,566
,,,,,,,,0,"000000000000","000000000000-0000",505,567
,,,,,,,,0,"000000000000","000000000000-0000",506,568
,,,,,,,,0,"000000000000","000000000000-0000",507,569
,,,,,,,,0,"000000000000","000000000000-0000",508,570
,,,,,,,,0,"000000000000","000000000000-0000",509,571
,,,,,,,,0,"000000000000","000000000000-0000",510,572
,,,,,,,,0,"000000000000","000000000000-0000",511,573
,,,,,,,,0,"000000000000","000000000000-0000",512,574
,,,,,,,,0,"000000000000","000000000000-0000",513,575
,,,,,,,,0,"000000000000","000000000000-0000",514,576
,,,,,,,,0,"000000000000","000000000000-0000",515,577
,,,,,,,,0,"000000000000","000000000000-0000",516,578
,,,,,,,,0,"000000000000","000000000000-0000",517,579
,,,,,,,,0,"000000000000","000000000000-0000",518,580
,,,,,,,,0,"000000000000","000000000000-0000",519,581
,,,,,,,,0,"000000000000","000000000000-0000",520,582
,,,,,,,,0,"000000000000","000000000000-0000",521,583
,,,,,,,,0,"000000000000","000000000000-0000",522,584
,,,,,,,,0,"000000000000","000000000000-0000",523,585
,,,,,,,,0,"000000000000","000000000000-0000",524,586
,,,,,,,,0,"000000000000","000000000000-0000",525,587
,,,,,,,,0,"000000000000","000000000000-0000",526,588
,,,,,,,,0,"000000000000","000000000000-0000",527,589
,,,,,,,,0,"000000000000","000000000000-0000",528,590
,,,,,,,,0,"000000000000","000000000000-0000",529,591
,,,,,,,,0,"000000000000","000000000000-0000",530,592
,,,,,,,,0,"000000000000","000000000000-0000",531,593
,,,,,,,,0,"000000000000","000000000000-0000",532,594
,,,,,,,,0,"000000000000","000000000000-0000",533,595
,,,,,,,,0,"000000000000","000000000000-0000",534,596
,,,,,,,,0,"000000000000","000000000000-0000",535,597
,,,,,,,,0,"000000000000","000000000000-0000",536,678
,,,,,,,,0,"000000000000","000000000000-0000",537,679
,,,,,,,,0,"000000000000","000000000000-0000",538,680
,,,,,,,,0,"000000000000","000000000000-0000",539,681
,,,,,,,,0,"000000000000","000000000000-0000",540,682
,,,,,,,,0,"000000000000","000000000000-0000",541,683
,,,,,,,,0,"000000000000","000000000000-0000",542,684
,,,,,,,,0,"000000000000","000000000000-0000",543,685
,,,,,,,,0,"000000000000","000000000000-0000",544,686
,,,,,,,,0,"000000000000","000000000000-0000",545,687
,,,,,,,,0,"000000000000","000000000000-0000",546,688
,,,,,,,,0,"000000000000","000000000000-0000",547,689
,,,,,,,,0,"000000000000","000000000000-0000",548,690
,,,,,,,,0,"000000000000","000000000000-0000",549,691
,,,,,,,,0,"000000000000","000000000000-0000",550,692
,,,,,,,,0,"000000000000","000000000000-0000",551,693
,,,,,,,,0,"000000000000","000000000000-0000",552,694
,,,,,,,,0,"000000000000","000000000000-0000",553,695
,,,,,,,,0,"000000000000","000000000000-0000",554,696
,,,,,,,,0,"000000000000","000000000000-0000",555,697
,,,,,,,,0,"000000000000","000000000000-0000",556,698
,,,,,,,,0,"000000000000","000000000000-0000",557,699
,,,,,,,,0,"000000000000","000000000000-0000",558,700
,,,,,,,,0,"000000000000","000000000000-0000",559,701
,,,,,,,,0,"000000000000","000000000000-0000",560,702
,,,,,,,,0,"000000000000","000000000000-0000",561,703
,,,,,,,,0,"000000000000","000000000000-0000",562,704
,,,,,,,,0,"000000000000","000000000000-0000",563,705
,,,,,,,,0,"000000000000","000000000000-0000",564,706
,,,,,,,,0,"000000000000","000000000000-0000",565,707
,,,,,,,,0,"000000000000","000000000000-0000",566,708
,,,,,,,,0,"000000000000","000000000000-0000",567,709
,,,,,,,,0,"000000000000","000000000000-0000",568,710
,,,,,,,,0,"000000000000","000000000000-0000",569,711
,,,,,,,,0,"000000000000","000000000000-0000",570,712
,,,,,,,,0,"000000000000","000000000000-0000",571,713
,,,,,,,,0,"000000000000","000000000000-0000",572,714
,,,,,,,,0,"000000000000","000000000000-0000",573,715
,,,,,,,,0,"000000000000","000000000000-0000",574,716
,,,,,,,,0,"000000000000","000000000000-0000",575,717
,,,,,,,,0,"000000000000","000000000000-0000",576,718
,,,,,,,,0,"000000000000","000000000000-0000",577,719
,,,,,,,,0,"000000000000","000000000000-0000",578,720
,,,,,,,,0,"000000000000","000000000000-0000",579,721
,,,,,,,,0,"000000000000","000000000000-0000",580,722
,,,,,,,,0,"000000000000","000000000000-0000",581,723
,,,,,,,,0,"000000000000","000000000000-0000",582,724
,,,,,,,,0,"000000000000","000000000000-0000",583,725
,,,,,,,,0,"000000000000","000000000000-0000",584,726
,,,,,,,,0,"000000000000","000000000000-0000",585,727
,,,,,,,,0,"000000000000","000000000000-0000",589,1295
,,,,,,,,0,"000000000000","000000000000-0000",590,1296
,,,,,,,,0,"000000000000","000000000000-0000",591,1297
,,,,,,,,0,"000000000000","000000000000-0000",592,1298
,,,,,,,,0,"000000000000","000000000000-0000",593,1299
,,,,,,,,0,"000000000000","000000000000-0000",594,1300
,,,,,,,,0,"000000000000","000000000000-0000",595,1301
,,,,,,,,0,"000000000000","000000000000-0000",596,1302
,,,,,,,,0,"000000000000","000000000000-0000",597,1303
,,,,,,,,0,"000000000000","000000000000-0000",598,1304
,,,,,,,,0,"000000000000","000000000000-0000",599,1305
,,,,,,,,0,"000000000000","000000000000-0000",600,1306
,,,,,,,,0,"000000000000","000000000000-0000",601,1307
,,,,,,,,0,"000000000000","000000000000-0000",602,1308
,,,,,,,,0,"000000000000","000000000000-0000",603,1309
,,,,,,,,0,"000000000000","000000000000-0000",604,1310
,,,,,,,,0,"000000000000","000000000000-0000",605,1311
,,,,,,,,0,"000000000000","000000000000-0000",606,1312
,,,,,,,,0,"000000000000","000000000000-0000",607,1313
,,,,,,,,0,"000000000000","000000000000-0000",608,1314
,,,,,,,,0,"000000000000","000000000000-0000",609,1315
,,,,,,,,0,"000000000000","000000000000-0000",610,1316
,,,,,,,,0,"000000000000","000000000000-0000",611,1317
,,,,,,,,0,"000000000000","000000000000-0000",612,1318
,,,,,,,,0,"000000000000","000000000000-0000",613,1319
,,,,,,,,0,"000000000000","000000000000-0000",614,1320
,,,,,,,,0,"000000000000","000000000000-0000",615,1321
,,,,,,,,0,"000000000000","000000000000-0000",616,1322
,,,,,,,,0,"000000000000","000000000000-0000",617,1323
,,,,,,,,0,"000000000000","000000000000-0000",618,1324
