ins_date,ins_ccd,ins_scd,ins_pg,upd_date,upd_ccd,upd_scd,upd_pg,exclus_ver,contract_cd,cid,attendance_item_id,disp_order
,,,,,,,,0,"000000000000","000000000000-0000",619,1325
,,,,,,,,0,"000000000000","000000000000-0000",620,1326
,,,,,,,,0,"000000000000","000000000000-0000",621,1327
,,,,,,,,0,"000000000000","000000000000-0000",622,1328
,,,,,,,,0,"000000000000","000000000000-0000",623,1329
,,,,,,,,0,"000000000000","000000000000-0000",624,1330
,,,,,,,,0,"000000000000","000000000000-0000",625,1331
,,,,,,,,0,"000000000000","000000000000-0000",626,1332
,,,,,,,,0,"000000000000","000000000000-0000",627,1333
,,,,,,,,0,"000000000000","000000000000-0000",628,1334
,,,,,,,,0,"000000000000","000000000000-0000",629,1335
,,,,,,,,0,"000000000000","000000000000-0000",630,1336
,,,,,,,,0,"000000000000","000000000000-0000",631,1337
,,,,,,,,0,"000000000000","000000000000-0000",632,1338
,,,,,,,,0,"000000000000","000000000000-0000",633,1339
,,,,,,,,0,"000000000000","000000000000-0000",634,1340
,,,,,,,,0,"000000000000","000000000000-0000",635,1341
,,,,,,,,0,"000000000000","000000000000-0000",636,1342
,,,,,,,,0,"000000000000","000000000000-0000",637,1343
,,,,,,,,0,"000000000000","000000000000-0000",638,1344
,,,,,,,,0,"000000000000","000000000000-0000",639,1345
,,,,,,,,0,"000000000000","000000000000-0000",640,1346
,,,,,,,,0,"000000000000","000000000000-0000",641,1347
,,,,,,,,0,"000000000000","000000000000-0000",642,1348
,,,,,,,,0,"000000000000","000000000000-0000",643,1349
,,,,,,,,0,"000000000000","000000000000-0000",644,1350
,,,,,,,,0,"000000000000","000000000000-0000",645,1351
,,,,,,,,0,"000000000000","000000000000-0000",646,1352
,,,,,,,,0,"000000000000","000000000000-0000",647,1353
,,,,,,,,0,"000000000000","000000000000-0000",648,1354
,,,,,,,,0,"000000000000","000000000000-0000",649,1355
,,,,,,,,0,"000000000000","000000000000-0000",650,1356
,,,,,,,,0,"000000000000","000000000000-0000",651,1357
,,,,,,,,0,"000000000000","000000000000-0000",652,1358
,,,,,,,,0,"000000000000","000000000000-0000",653,1359
,,,,,,,,0,"000000000000","000000000000-0000",654,1360
,,,,,,,,0,"000000000000","000000000000-0000",655,1361
,,,,,,,,0,"000000000000","000000000000-0000",656,1362
,,,,,,,,0,"000000000000","000000000000-0000",657,1363
,,,,,,,,0,"000000000000","000000000000-0000",658,1364
,,,,,,,,0,"000000000000","000000000000-0000",659,1365
,,,,,,,,0,"000000000000","000000000000-0000",660,1366
,,,,,,,,0,"000000000000","000000000000-0000",661,1367
,,,,,,,,0,"000000000000","000000000000-0000",662,1368
,,,,,,,,0,"000000000000","000000000000-0000",663,1369
,,,,,,,,0,"000000000000","000000000000-0000",664,1370
,,,,,,,,0,"000000000000","000000000000-0000",665,1371
,,,,,,,,0,"000000000000","000000000000-0000",666,1372
,,,,,,,,0,"000000000000","000000000000-0000",667,1373
,,,,,,,,0,"000000000000","000000000000-0000",668,1374
,,,,,,,,0,"000000000000","000000000000-0000",669,1375
,,,,,,,,0,"000000000000","000000000000-0000",670,1376
,,,,,,,,0,"000000000000","000000000000-0000",671,1377
,,,,,,,,0,"000000000000","000000000000-0000",672,1378
,,,,,,,,0,"000000000000","000000000000-0000",673,1379
,,,,,,,,0,"000000000000","000000000000-0000",674,1380
,,,,,,,,0,"000000000000","000000000000-0000",675,1381
,,,,,,,,0,"000000000000","000000000000-0000",676,1382
,,,,,,,,0,"000000000000","000000000000-0000",677,1383
,,,,,,,,0,"000000000000","000000000000-0000",678,1384
,,,,,,,,0,"000000000000","000000000000-0000",679,1385
,,,,,,,,0,"000000000000","000000000000-0000",680,1386
,,,,,,,,0,"000000000000","000000000000-0000",681,1387
,,,,,,,,0,"000000000000","000000000000-0000",682,1388
,,,,,,,,0,"000000000000","000000000000-0000",683,1389
,,,,,,,,0,"000000000000","000000000000-0000",684,1390
,,,,,,,,0,"000000000000","000000000000-0000",685,1391
,,,,,,,,0,"000000000000","000000000000-0000",686,1392
,,,,,,,,0,"000000000000","000000000000-0000",687,1393
,,,,,,,,0,"000000000000","000000000000-0000",688,1394
,,,,,,,,0,"000000000000","000000000000-0000",789,740
,,,,,,,,0,"000000000000","000000000000-0000",790,741
,,,,,,,,0,"000000000000","000000000000-0000",794,742
,,,,,,,,0,"000000000000","000000000000-0000",798,744
,,,,,,,,0,"000000000000","000000000000-0000",799,745
,,,,,,,,0,"000000000000","000000000000-0000",800,751
,,,,,,,,0,"000000000000","000000000000-0000",801,752
,,,,,,,,0,"000000000000","000000000000-0000",805,753
,,,,,,,,0,"000000000000","000000000000-0000",809,772
,,,,,,,,0,"000000000000","000000000000-0000",830,783
,,,,,,,,0,"000000000000","000000000000-0000",831,784
,,,,,,,,0,"000000000000","000000000000-0000",832,785
,,,,,,,,0,"000000000000","000000000000-0000",834,787
,,,,,,,,0,"000000000000","000000000000-0000",835,788
,,,,,,,,0,"000000000000","000000000000-0000",836,789
,,,,,,,,0,"000000000000","000000000000-0000",837,790
,,,,,,,,0,"000000000000","000000000000-0000",838,791
,,,,,,,,0,"000000000000","000000000000-0000",840,793
,,,,,,,,0,"000000000000","000000000000-0000",841,794
,,,,,,,,0,"000000000000","000000000000-0000",845,795
,,,,,,,,0,"000000000000","000000000000-0000",846,796
,,,,,,,,0,"000000000000","000000000000-0000",849,797
,,,,,,,,0,"000000000000","000000000000-0000",851,798
,,,,,,,,0,"000000000000","000000000000-0000",852,805
,,,,,,,,0,"000000000000","000000000000-0000",853,806
,,,,,,,,0,"000000000000","000000000000-0000",857,807
,,,,,,,,0,"000000000000","000000000000-0000",858,808
,,,,,,,,0,"000000000000","000000000000-0000",861,814
,,,,,,,,0,"000000000000","000000000000-0000",862,815
,,,,,,,,0,"000000000000","000000000000-0000",866,816
,,,,,,,,0,"000000000000","000000000000-0000",867,817
,,,,,,,,0,"000000000000","000000000000-0000",870,818
,,,,,,,,0,"000000000000","000000000000-0000",872,819
,,,,,,,,0,"000000000000","000000000000-0000",873,826
,,,,,,,,0,"000000000000","000000000000-0000",874,827
,,,,,,,,0,"000000000000","000000000000-0000",878,828
,,,,,,,,0,"000000000000","000000000000-0000",879,829
,,,,,,,,0,"000000000000","000000000000-0000",882,835
,,,,,,,,0,"000000000000","000000000000-0000",883,836
,,,,,,,,0,"000000000000","000000000000-0000",887,837
,,,,,,,,0,"000000000000","000000000000-0000",888,838
,,,,,,,,0,"000000000000","000000000000-0000",891,839
,,,,,,,,0,"000000000000","000000000000-0000",893,840
,,,,,,,,0,"000000000000","000000000000-0000",894,847
,,,,,,,,0,"000000000000","000000000000-0000",895,848
,,,,,,,,0,"000000000000","000000000000-0000",899,849
,,,,,,,,0,"000000000000","000000000000-0000",900,850
,,,,,,,,0,"000000000000","000000000000-0000",903,856
,,,,,,,,0,"000000000000","000000000000-0000",904,857
,,,,,,,,0,"000000000000","000000000000-0000",908,858
,,,,,,,,0,"000000000000","000000000000-0000",909,859
,,,,,,,,0,"000000000000","000000000000-0000",912,860
,,,,,,,,0,"000000000000","000000000000-0000",914,861
,,,,,,,,0,"000000000000","000000000000-0000",915,868
,,,,,,,,0,"000000000000","000000000000-0000",916,869
,,,,,,,,0,"000000000000","000000000000-0000",920,870
,,,,,,,,0,"000000000000","000000000000-0000",921,871
,,,,,,,,0,"000000000000","000000000000-0000",924,877
,,,,,,,,0,"000000000000","000000000000-0000",925,878
,,,,,,,,0,"000000000000","000000000000-0000",929,879
,,,,,,,,0,"000000000000","000000000000-0000",930,880
,,,,,,,,0,"000000000000","000000000000-0000",933,881
,,,,,,,,0,"000000000000","000000000000-0000",935,882
,,,,,,,,0,"000000000000","000000000000-0000",936,889
,,,,,,,,0,"000000000000","000000000000-0000",937,890
,,,,,,,,0,"000000000000","000000000000-0000",941,891
,,,,,,,,0,"000000000000","000000000000-0000",942,892
,,,,,,,,0,"000000000000","000000000000-0000",945,898
,,,,,,,,0,"000000000000","000000000000-0000",946,899
,,,,,,,,0,"000000000000","000000000000-0000",950,900
,,,,,,,,0,"000000000000","000000000000-0000",951,901
,,,,,,,,0,"000000000000","000000000000-0000",954,902
,,,,,,,,0,"000000000000","000000000000-0000",956,903
,,,,,,,,0,"000000000000","000000000000-0000",957,910
,,,,,,,,0,"000000000000","000000000000-0000",958,911
,,,,,,,,0,"000000000000","000000000000-0000",962,912
,,,,,,,,0,"000000000000","000000000000-0000",963,913
,,,,,,,,0,"000000000000","000000000000-0000",966,919
,,,,,,,,0,"000000000000","000000000000-0000",967,920
,,,,,,,,0,"000000000000","000000000000-0000",971,921
,,,,,,,,0,"000000000000","000000000000-0000",972,922
,,,,,,,,0,"000000000000","000000000000-0000",975,923
,,,,,,,,0,"000000000000","000000000000-0000",977,924
,,,,,,,,0,"000000000000","000000000000-0000",978,931
,,,,,,,,0,"000000000000","000000000000-0000",979,932
,,,,,,,,0,"000000000000","000000000000-0000",983,933
,,,,,,,,0,"000000000000","000000000000-0000",984,934
,,,,,,,,0,"000000000000","000000000000-0000",987,940
,,,,,,,,0,"000000000000","000000000000-0000",988,941
,,,,,,,,0,"000000000000","000000000000-0000",992,942
,,,,,,,,0,"000000000000","000000000000-0000",993,943
,,,,,,,,0,"000000000000","000000000000-0000",996,944
,,,,,,,,0,"000000000000","000000000000-0000",998,945
,,,,,,,,0,"000000000000","000000000000-0000",999,952
,,,,,,,,0,"000000000000","000000000000-0000",1000,953
,,,,,,,,0,"000000000000","000000000000-0000",1004,954
,,,,,,,,0,"000000000000","000000000000-0000",1005,955
,,,,,,,,0,"000000000000","000000000000-0000",1008,961
,,,,,,,,0,"000000000000","000000000000-0000",1009,962
,,,,,,,,0,"000000000000","000000000000-0000",1013,963
,,,,,,,,0,"000000000000","000000000000-0000",1014,964
,,,,,,,,0,"000000000000","000000000000-0000",1017,965
,,,,,,,,0,"000000000000","000000000000-0000",1019,966
,,,,,,,,0,"000000000000","000000000000-0000",1020,973
,,,,,,,,0,"000000000000","000000000000-0000",1021,974
,,,,,,,,0,"000000000000","000000000000-0000",1025,975
,,,,,,,,0,"000000000000","000000000000-0000",1026,976
,,,,,,,,0,"000000000000","000000000000-0000",1029,982
,,,,,,,,0,"000000000000","000000000000-0000",1030,983
,,,,,,,,0,"000000000000","000000000000-0000",1034,984
,,,,,,,,0,"000000000000","000000000000-0000",1035,985
,,,,,,,,0,"000000000000","000000000000-0000",1038,986
,,,,,,,,0,"000000000000","000000000000-0000",1040,987
,,,,,,,,0,"000000000000","000000000000-0000",1041,994
,,,,,,,,0,"000000000000","000000000000-0000",1042,995
,,,,,,,,0,"000000000000","000000000000-0000",1046,996
,,,,,,,,0,"000000000000","000000000000-0000",1047,997
,,,,,,,,0,"000000000000","000000000000-0000",1050,1003
,,,,,,,,0,"000000000000","000000000000-0000",1051,1004
,,,,,,,,0,"000000000000","000000000000-0000",1055,1005
,,,,,,,,0,"000000000000","000000000000-0000",1056,1006
,,,,,,,,0,"000000000000","000000000000-0000",1059,1007
,,,,,,,,0,"000000000000","000000000000-0000",1061,1008
,,,,,,,,0,"000000000000","000000000000-0000",1062,1015
,,,,,,,,0,"000000000000","000000000000-0000",1063,1016
,,,,,,,,0,"000000000000","000000000000-0000",1067,1017
,,,,,,,,0,"000000000000","000000000000-0000",1068,1018
,,,,,,,,0,"000000000000","000000000000-0000",1071,1024
,,,,,,,,0,"000000000000","000000000000-0000",1072,1025
,,,,,,,,0,"000000000000","000000000000-0000",1076,1026
,,,,,,,,0,"000000000000","000000000000-0000",1077,1027
,,,,,,,,0,"000000000000","000000000000-0000",1080,1028
,,,,,,,,0,"000000000000","000000000000-0000",1082,1029
,,,,,,,,0,"000000000000","000000000000-0000",1083,1036
,,,,,,,,0,"000000000000","000000000000-0000",1084,1037
,,,,,,,,0,"000000000000","000000000000-0000",1088,1038
,,,,,,,,0,"000000000000","000000000000-0000",1089,1039
,,,,,,,,0,"000000000000","000000000000-0000",1092,1045
,,,,,,,,0,"000000000000","000000000000-0000",1093,1046
,,,,,,,,0,"000000000000","000000000000-0000",1097,1047
,,,,,,,,0,"000000000000","000000000000-0000",1098,1048
,,,,,,,,0,"000000000000","000000000000-0000",1101,1049
,,,,,,,,0,"000000000000","000000000000-0000",1103,1050
,,,,,,,,0,"000000000000","000000000000-0000",1104,1057
,,,,,,,,0,"000000000000","000000000000-0000",1105,1058
,,,,,,,,0,"000000000000","000000000000-0000",1109,1059
,,,,,,,,0,"000000000000","000000000000-0000",1110,1060
,,,,,,,,0,"000000000000","000000000000-0000",1113,1066
,,,,,,,,0,"000000000000","000000000000-0000",1114,1067
,,,,,,,,0,"000000000000","000000000000-0000",1118,1068
,,,,,,,,0,"000000000000","000000000000-0000",1119,1069
,,,,,,,,0,"000000000000","000000000000-0000",1122,1070
,,,,,,,,0,"000000000000","000000000000-0000",1124,1071
,,,,,,,,0,"000000000000","000000000000-0000",1125,1078
,,,,,,,,0,"000000000000","000000000000-0000",1126,1079
,,,,,,,,0,"000000000000","000000000000-0000",1130,1080
,,,,,,,,0,"000000000000","000000000000-0000",1131,1081
,,,,,,,,0,"000000000000","000000000000-0000",1134,1087
,,,,,,,,0,"000000000000","000000000000-0000",1135,1088
,,,,,,,,0,"000000000000","000000000000-0000",1139,1089
,,,,,,,,0,"000000000000","000000000000-0000",1140,1090
,,,,,,,,0,"000000000000","000000000000-0000",1143,1091
,,,,,,,,0,"000000000000","000000000000-0000",1145,1092
,,,,,,,,0,"000000000000","000000000000-0000",1146,1099
,,,,,,,,0,"000000000000","000000000000-0000",1147,1100
,,,,,,,,0,"000000000000","000000000000-0000",1151,1101
,,,,,,,,0,"000000000000","000000000000-0000",1152,1102
,,,,,,,,0,"000000000000","000000000000-0000",1155,1108
,,,,,,,,0,"000000000000","000000000000-0000",1156,1109
,,,,,,,,0,"000000000000","000000000000-0000",1160,1110
,,,,,,,,0,"000000000000","000000000000-0000",1161,1111
,,,,,,,,0,"000000000000","000000000000-0000",1164,1112
,,,,,,,,0,"000000000000","000000000000-0000",1166,1113
,,,,,,,,0,"000000000000","000000000000-0000",1167,1120
,,,,,,,,0,"000000000000","000000000000-0000",1168,1121
,,,,,,,,0,"000000000000","000000000000-0000",1172,1122
,,,,,,,,0,"000000000000","000000000000-0000",1173,1123
,,,,,,,,0,"000000000000","000000000000-0000",1176,1129
,,,,,,,,0,"000000000000","000000000000-0000",1177,1130
,,,,,,,,0,"000000000000","000000000000-0000",1181,1131
,,,,,,,,0,"000000000000","000000000000-0000",1182,1132
,,,,,,,,0,"000000000000","000000000000-0000",1185,1133
,,,,,,,,0,"000000000000","000000000000-0000",1187,1134
,,,,,,,,0,"000000000000","000000000000-0000",1188,1141
,,,,,,,,0,"000000000000","000000000000-0000",1189,1142
,,,,,,,,0,"000000000000","000000000000-0000",1193,1143
,,,,,,,,0,"000000000000","000000000000-0000",1194,1144
,,,,,,,,0,"000000000000","000000000000-0000",1197,1150
,,,,,,,,0,"000000000000","000000000000-0000",1198,1151
,,,,,,,,0,"000000000000","000000000000-0000",1202,1152
,,,,,,,,0,"000000000000","000000000000-0000",1203,1153
,,,,,,,,0,"000000000000","000000000000-0000",1206,1154
,,,,,,,,0,"000000000000","000000000000-0000",1208,1155
,,,,,,,,0,"000000000000","000000000000-0000",1209,1162
,,,,,,,,0,"000000000000","000000000000-0000",1210,1163
,,,,,,,,0,"000000000000","000000000000-0000",1214,1164
,,,,,,,,0,"000000000000","000000000000-0000",1215,1165
,,,,,,,,0,"000000000000","000000000000-0000",1218,1171
,,,,,,,,0,"000000000000","000000000000-0000",1219,1172
,,,,,,,,0,"000000000000","000000000000-0000",1223,1173
,,,,,,,,0,"000000000000","000000000000-0000",1224,1174
,,,,,,,,0,"000000000000","000000000000-0000",1227,1175
,,,,,,,,0,"000000000000","000000000000-0000",1229,1176
,,,,,,,,0,"000000000000","000000000000-0000",1230,1183
,,,,,,,,0,"000000000000","000000000000-0000",1231,1184
,,,,,,,,0,"000000000000","000000000000-0000",1235,1185
,,,,,,,,0,"000000000000","000000000000-0000",1236,1186
,,,,,,,,0,"000000000000","000000000000-0000",1239,1192
,,,,,,,,0,"000000000000","000000000000-0000",1240,1193
,,,,,,,,0,"000000000000","000000000000-0000",1244,1194
,,,,,,,,0,"000000000000","000000000000-0000",1245,1195
,,,,,,,,0,"000000000000","000000000000-0000",1248,1196
,,,,,,,,0,"000000000000","000000000000-0000",1250,1197
,,,,,,,,0,"000000000000","000000000000-0000",1251,1204
,,,,,,,,0,"000000000000","000000000000-0000",1252,1205
,,,,,,,,0,"000000000000","000000000000-0000",1256,1206
,,,,,,,,0,"000000000000","000000000000-0000",1257,1207
,,,,,,,,0,"000000000000","000000000000-0000",1260,1213
,,,,,,,,0,"000000000000","000000000000-0000",1262,1214
,,,,,,,,0,"000000000000","000000000000-0000",1264,1215
,,,,,,,,0,"000000000000","000000000000-0000",1266,1216
,,,,,,,,0,"000000000000","000000000000-0000",1268,1217
,,,,,,,,0,"000000000000","000000000000-0000",1270,1223
,,,,,,,,0,"000000000000","000000000000-0000",1271,1224
,,,,,,,,0,"000000000000","000000000000-0000",1272,1225
,,,,,,,,0,"000000000000","000000000000-0000",1273,1226
,,,,,,,,0,"000000000000","000000000000-0000",1274,1227
,,,,,,,,0,"000000000000","000000000000-0000",1275,1228
,,,,,,,,0,"000000000000","000000000000-0000",1276,1229
,,,,,,,,0,"000000000000","000000000000-0000",1279,1236
,,,,,,,,0,"000000000000","000000000000-0000",1280,1237
,,,,,,,,0,"000000000000","000000000000-0000",1283,1395
,,,,,,,,0,"000000000000","000000000000-0000",1284,1396
,,,,,,,,0,"000000000000","000000000000-0000",1285,1397
,,,,,,,,0,"000000000000","000000000000-0000",1286,1398
,,,,,,,,0,"000000000000","000000000000-0000",1287,1399
,,,,,,,,0,"000000000000","000000000000-0000",1288,350
,,,,,,,,0,"000000000000","000000000000-0000",1289,351
,,,,,,,,0,"000000000000","000000000000-0000",1290,352
,,,,,,,,0,"000000000000","000000000000-0000",1291,353
,,,,,,,,0,"000000000000","000000000000-0000",1292,354
,,,,,,,,0,"000000000000","000000000000-0000",1293,355
,,,,,,,,0,"000000000000","000000000000-0000",1294,356
,,,,,,,,0,"000000000000","000000000000-0000",1295,357
,,,,,,,,0,"000000000000","000000000000-0000",1296,358
,,,,,,,,0,"000000000000","000000000000-0000",1297,359
,,,,,,,,0,"000000000000","000000000000-0000",1298,360
,,,,,,,,0,"000000000000","000000000000-0000",1299,361
,,,,,,,,0,"000000000000","000000000000-0000",1300,362
,,,,,,,,0,"000000000000","000000000000-0000",1301,363
,,,,,,,,0,"000000000000","000000000000-0000",1302,364
,,,,,,,,0,"000000000000","000000000000-0000",1303,365
,,,,,,,,0,"000000000000","000000000000-0000",1304,366
,,,,,,,,0,"000000000000","000000000000-0000",1305,367
,,,,,,,,0,"000000000000","000000000000-0000",1306,368
,,,,,,,,0,"000000000000","000000000000-0000",1307,369
,,,,,,,,0,"000000000000","000000000000-0000",1308,370
,,,,,,,,0,"000000000000","000000000000-0000",1309,371
,,,,,,,,0,"000000000000","000000000000-0000",1310,372
,,,,,,,,0,"000000000000","000000000000-0000",1311,373
,,,,,,,,0,"000000000000","000000000000-0000",1312,374
,,,,,,,,0,"000000000000","000000000000-0000",1313,375
,,,,,,,,0,"000000000000","000000000000-0000",1314,376
,,,,,,,,0,"000000000000","000000000000-0000",1315,377
,,,,,,,,0,"000000000000","000000000000-0000",1316,378
,,,,,,,,0,"000000000000","000000000000-0000",1317,379
,,,,,,,,0,"000000000000","000000000000-0000",1318,380
,,,,,,,,0,"000000000000","000000000000-0000",1319,412
,,,,,,,,0,"000000000000","000000000000-0000",1320,413
,,,,,,,,0,"000000000000","000000000000-0000",1321,414
,,,,,,,,0,"000000000000","000000000000-0000",1322,415
,,,,,,,,0,"000000000000","000000000000-0000",1323,416
,,,,,,,,0,"000000000000","000000000000-0000",1324,417
,,,,,,,,0,"000000000000","000000000000-0000",1325,418
,,,,,,,,0,"000000000000","000000000000-0000",1326,419
,,,,,,,,0,"000000000000","000000000000-0000",1327,420
,,,,,,,,0,"000000000000","000000000000-0000",1328,421
,,,,,,,,0,"000000000000","000000000000-0000",1329,422
,,,,,,,,0,"000000000000","000000000000-0000",1330,423
,,,,,,,,0,"000000000000","000000000000-0000",1331,424
,,,,,,,,0,"000000000000","000000000000-0000",1332,425
,,,,,,,,0,"000000000000","000000000000-0000",1333,426
,,,,,,,,0,"000000000000","000000000000-0000",1334,427
,,,,,,,,0,"000000000000","000000000000-0000",1335,428
,,,,,,,,0,"000000000000","000000000000-0000",1336,429
,,,,,,,,0,"000000000000","000000000000-0000",1337,430
,,,,,,,,0,"000000000000","000000000000-0000",1338,431
,,,,,,,,0,"000000000000","000000000000-0000",1339,432
,,,,,,,,0,"000000000000","000000000000-0000",1340,433
,,,,,,,,0,"000000000000","000000000000-0000",1341,434
,,,,,,,,0,"000000000000","000000000000-0000",1342,435
,,,,,,,,0,"000000000000","000000000000-0000",1343,436
,,,,,,,,0,"000000000000","000000000000-0000",1344,437
,,,,,,,,0,"000000000000","000000000000-0000",1345,438
,,,,,,,,0,"000000000000","000000000000-0000",1346,439
,,,,,,,,0,"000000000000","000000000000-0000",1347,440
,,,,,,,,0,"000000000000","000000000000-0000",1348,441
,,,,,,,,0,"000000000000","000000000000-0000",1349,442
,,,,,,,,0,"000000000000","000000000000-0000",1351,173
,,,,,,,,0,"000000000000","000000000000-0000",1352,174
,,,,,,,,0,"000000000000","000000000000-0000",1353,175
,,,,,,,,0,"000000000000","000000000000-0000",1354,176
,,,,,,,,0,"000000000000","000000000000-0000",1355,177
,,,,,,,,0,"000000000000","000000000000-0000",1364,35
,,,,,,,,0,"000000000000","000000000000-0000",1365,36
,,,,,,,,0,"000000000000","000000000000-0000",1366,37
,,,,,,,,0,"000000000000","000000000000-0000",1367,38
,,,,,,,,0,"000000000000","000000000000-0000",1368,39
,,,,,,,,0,"000000000000","000000000000-0000",1369,40
,,,,,,,,0,"000000000000","000000000000-0000",1370,41
,,,,,,,,0,"000000000000","000000000000-0000",1371,42
,,,,,,,,0,"000000000000","000000000000-0000",1372,43
,,,,,,,,0,"000000000000","000000000000-0000",1373,44
,,,,,,,,0,"000000000000","000000000000-0000",1374,45
,,,,,,,,0,"000000000000","000000000000-0000",1375,46
,,,,,,,,0,"000000000000","000000000000-0000",1376,47
,,,,,,,,0,"000000000000","000000000000-0000",1377,48
,,,,,,,,0,"000000000000","000000000000-0000",1378,49
,,,,,,,,0,"000000000000","000000000000-0000",1379,50
,,,,,,,,0,"000000000000","000000000000-0000",1380,51
,,,,,,,,0,"000000000000","000000000000-0000",1381,52
,,,,,,,,0,"000000000000","000000000000-0000",1382,53
,,,,,,,,0,"000000000000","000000000000-0000",1383,54
,,,,,,,,0,"000000000000","000000000000-0000",1384,55
,,,,,,,,0,"000000000000","000000000000-0000",1385,56
,,,,,,,,0,"000000000000","000000000000-0000",1386,67
,,,,,,,,0,"000000000000","000000000000-0000",1387,68
,,,,,,,,0,"000000000000","000000000000-0000",1388,69
,,,,,,,,0,"000000000000","000000000000-0000",1389,70
,,,,,,,,0,"000000000000","000000000000-0000",1390,71
,,,,,,,,0,"000000000000","000000000000-0000",1391,72
,,,,,,,,0,"000000000000","000000000000-0000",1392,73
,,,,,,,,0,"000000000000","000000000000-0000",1393,74
,,,,,,,,0,"000000000000","000000000000-0000",1394,75
,,,,,,,,0,"000000000000","000000000000-0000",1395,76
,,,,,,,,0,"000000000000","000000000000-0000",1396,1439
,,,,,,,,0,"000000000000","000000000000-0000",1397,163
,,,,,,,,0,"000000000000","000000000000-0000",1398,1411
,,,,,,,,0,"000000000000","000000000000-0000",1399,1412
,,,,,,,,0,"000000000000","000000000000-0000",1400,1413
,,,,,,,,0,"000000000000","000000000000-0000",1401,1414
,,,,,,,,0,"000000000000","000000000000-0000",1402,1415
,,,,,,,,0,"000000000000","000000000000-0000",1403,1416
,,,,,,,,0,"000000000000","000000000000-0000",1404,1417
,,,,,,,,0,"000000000000","000000000000-0000",1405,1418
,,,,,,,,0,"000000000000","000000000000-0000",1406,1419
,,,,,,,,0,"000000000000","000000000000-0000",1407,1420
,,,,,,,,0,"000000000000","000000000000-0000",1408,1421
,,,,,,,,0,"000000000000","000000000000-0000",1409,1422
,,,,,,,,0,"000000000000","000000000000-0000",1410,1423
,,,,,,,,0,"000000000000","000000000000-0000",1411,1424
,,,,,,,,0,"000000000000","000000000000-0000",1412,1425
,,,,,,,,0,"000000000000","000000000000-0000",1413,1426
,,,,,,,,0,"000000000000","000000000000-0000",1414,1427
,,,,,,,,0,"000000000000","000000000000-0000",1415,1428
,,,,,,,,0,"000000000000","000000000000-0000",1416,1429
,,,,,,,,0,"000000000000","000000000000-0000",1417,1430
,,,,,,,,0,"000000000000","000000000000-0000",1420,307
,,,,,,,,0,"000000000000","000000000000-0000",1421,308
,,,,,,,,0,"000000000000","000000000000-0000",1422,309
,,,,,,,,0,"000000000000","000000000000-0000",1423,310
,,,,,,,,0,"000000000000","000000000000-0000",1424,746
,,,,,,,,0,"000000000000","000000000000-0000",1425,747
,,,,,,,,0,"000000000000","000000000000-0000",1426,748
,,,,,,,,0,"000000000000","000000000000-0000",1427,749
,,,,,,,,0,"000000000000","000000000000-0000",1428,750
,,,,,,,,0,"000000000000","000000000000-0000",1429,755
,,,,,,,,0,"000000000000","000000000000-0000",1430,756
,,,,,,,,0,"000000000000","000000000000-0000",1431,757
,,,,,,,,0,"000000000000","000000000000-0000",1432,758
,,,,,,,,0,"000000000000","000000000000-0000",1433,759
,,,,,,,,0,"000000000000","000000000000-0000",1434,760
,,,,,,,,0,"000000000000","000000000000-0000",1435,761
,,,,,,,,0,"000000000000","000000000000-0000",1436,762
,,,,,,,,0,"000000000000","000000000000-0000",1437,763
,,,,,,,,0,"000000000000","000000000000-0000",1438,764
,,,,,,,,0,"000000000000","000000000000-0000",1439,765
,,,,,,,,0,"000000000000","000000000000-0000",1440,766
,,,,,,,,0,"000000000000","000000000000-0000",1441,767
,,,,,,,,0,"000000000000","000000000000-0000",1442,768
,,,,,,,,0,"000000000000","000000000000-0000",1443,769
,,,,,,,,0,"000000000000","000000000000-0000",1444,770
,,,,,,,,0,"000000000000","000000000000-0000",1445,771
,,,,,,,,0,"000000000000","000000000000-0000",1446,799
,,,,,,,,0,"000000000000","000000000000-0000",1447,800
,,,,,,,,0,"000000000000","000000000000-0000",1448,801
,,,,,,,,0,"000000000000","000000000000-0000",1449,802
,,,,,,,,0,"000000000000","000000000000-0000",1450,803
,,,,,,,,0,"000000000000","000000000000-0000",1451,804
,,,,,,,,0,"000000000000","000000000000-0000",1452,809
,,,,,,,,0,"000000000000","000000000000-0000",1453,810
,,,,,,,,0,"000000000000","000000000000-0000",1454,811
,,,,,,,,0,"000000000000","000000000000-0000",1455,812
,,,,,,,,0,"000000000000","000000000000-0000",1456,813
,,,,,,,,0,"000000000000","000000000000-0000",1457,820
,,,,,,,,0,"000000000000","000000000000-0000",1458,821
,,,,,,,,0,"000000000000","000000000000-0000",1459,822
,,,,,,,,0,"000000000000","000000000000-0000",1460,823
,,,,,,,,0,"000000000000","000000000000-0000",1461,824
,,,,,,,,0,"000000000000","000000000000-0000",1462,825
,,,,,,,,0,"000000000000","000000000000-0000",1463,830
,,,,,,,,0,"000000000000","000000000000-0000",1464,831
,,,,,,,,0,"000000000000","000000000000-0000",1465,832
,,,,,,,,0,"000000000000","000000000000-0000",1466,833
,,,,,,,,0,"000000000000","000000000000-0000",1467,834
,,,,,,,,0,"000000000000","000000000000-0000",1468,841
,,,,,,,,0,"000000000000","000000000000-0000",1469,842
,,,,,,,,0,"000000000000","000000000000-0000",1470,843
