INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,INV_SCD,CONTRACT_CD,CID,NUMBER_OF_YEAR,MAX_NUMBER_OF_DAYS,MANAGEMENT_YEARLY_ATR
,,,,,,,,"0",,"000000000000","000000000000-0000","99","100","1"
