INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,USE_DAILY_SELF_CHECK,USE_MONTHLY_SELF_CHECK,YOURSELF_CONFIRM_ERROR
,,,,,,,,"0","000000000000","000000000000-0000","0","0","0"
