DOMAIN_ID,ITEM_NO,ITEM_NAME,ITEM_TYPE,REQUIRED,IS_PRIMARYKEY,CHECK_METHOD,FQN
119,1,"社員コード",0,true,false,1,"nts.uk.ctx.bs.employee.dom.employeeinfo.EmployeeCode"
119,2,"振出日",3,false,false,,"nts.uk.ctx.at.shared.dom.remainingnumber.base.CompensatoryDayoffDate"
119,3,"使用期限日",3,true,false,,"nts.arc.time.GeneralDate"
119,4,"振出日数",2,true,false,1,"nts.uk.ctx.at.shared.dom.remainingnumber.base.ManagementDataDaysAtr"
120,1,"社員コード",0,true,false,1,"nts.uk.ctx.bs.employee.dom.employeeinfo.EmployeeCode"
120,2,"代休日",3,false,false,,""
120,3,"代休日数",2,true,false,1,"nts.uk.ctx.at.shared.dom.remainingnumber.base.ManagementDataDaysAtr"
120,4,"代休時間数",4,true,false,1,"nts.uk.ctx.at.shared.dom.remainingnumber.base.ManagementDataHours"
121,1,"社員コード",0,true,false,1,"nts.uk.ctx.bs.employee.dom.employeeinfo.EmployeeCode"
121,2,"休出日",3,false,false,,""
121,3,"使用期限日",3,true,false,,"nts.arc.time.GeneralDate"
121,4,"休出日数",2,true,false,1,"nts.uk.ctx.at.shared.dom.remainingnumber.base.ManagementDataDaysAtr"
121,5,"休出時間数",4,true,false,1,"nts.uk.ctx.at.shared.dom.remainingnumber.base.ManagementDataHours"
121,6,"１日相当時間",4,true,false,1,"nts.uk.ctx.at.shared.dom.common.time.AttendanceTime"
121,7,"半日相当時間",4,true,false,1,"nts.uk.ctx.at.shared.dom.common.time.AttendanceTime"
130,1,"カードNO",0,true,true,1,"nts.uk.ctx.at.record.dom.stamp.card.stampcard.StampNumber"
130,2,"年月日",3,true,false,,"nts.arc.time.GeneralDate"
130,3,"時分",5,true,false,1,"nts.uk.shr.com.time.TimeWithDayAttr"
130,4,"秒",1,false,false,1,"nts.uk.shr.com.time.SecondsInMinute"
130,5,"認証方法",1,false,false,2,"nts.uk.ctx.at.record.dom.workrecord.stampmanagement.stamp.AuthcMethod"
130,6,"打刻手段",1,false,false,2,"nts.uk.ctx.at.record.dom.workrecord.stampmanagement.stamp.StampMeans"
130,7,"時刻変更区分",1,true,true,2,"nts.uk.ctx.at.record.dom.workrecord.stampmanagement.timestampsetting.prefortimestaminput.ChangeClockAtr"
130,8,"計算区分変更対象",1,false,false,2,"nts.uk.ctx.at.record.dom.workrecord.stampmanagement.timestampsetting.prefortimestaminput.ChangeCalArt"
130,9,"所定時刻セット区分",1,false,false,2,"nts.uk.ctx.at.record.dom.workrecord.stampmanagement.timestampsetting.prefortimestaminput.SetPreClockArt"
130,10,"勤務種類を半休に変更する",1,false,false,,""
130,11,"外出区分",1,false,false,2,"nts.uk.ctx.at.shared.dom.workrule.goingout.GoingOutReason"
130,12,"就業時間帯コード",0,false,false,1,"nts.uk.ctx.at.shared.dom.worktime.common.WorkTimeCode"
130,13,"時間外時間",4,false,false,1,"nts.uk.ctx.at.shared.dom.common.time.AttendanceTime"
130,14,"時間外深夜時間",4,false,false,1,"nts.uk.ctx.at.shared.dom.common.time.AttendanceTime"
130,15,"職場コード",0,false,false,1,"nts.uk.ctx.bs.employee.dom.workplace.master.WorkplaceCode"
130,16,"勤務場所コード",0,false,false,1,"nts.uk.ctx.at.shared.dom.scherec.dailyattdcal.dailyattendance.common.timestamp.WorkLocationCD"
130,17,"応援カードNO",1,false,false,1,"nts.uk.ctx.at.record.dom.workrecord.stampmanagement.support.SupportCardNumber"
130,18,"就業情報端末コード",0,false,false,1,"nts.uk.ctx.at.record.dom.employmentinfoterminal.infoterminal.EmpInfoTerminalCode"
131,1,"カードNO",0,true,true,1,"nts.uk.ctx.at.record.dom.stamp.card.stampcard.StampNumber"
131,2,"年月日",3,true,true,,""
131,3,"時分",5,true,true,1,"nts.uk.shr.com.time.TimeWithDayAttr"
131,12,"就業時間帯コード",0,true,false,1,"nts.uk.ctx.exio.dom.input.canonicalize.domains.recode.stamp.enterprise.pv.EnterpriseStampDataWorkTimeCode"
131,13,"時間外時間",4,true,false,1,"nts.uk.ctx.exio.dom.input.canonicalize.domains.recode.stamp.enterprise.pv.EnterpriseStampDataAttendanceTime"
131,14,"時間外深夜時間",4,true,false,1,"nts.uk.ctx.exio.dom.input.canonicalize.domains.recode.stamp.enterprise.pv.EnterpriseStampDataAttendanceTime"
131,16,"勤務場所コード",0,true,false,1,"nts.uk.ctx.exio.dom.input.canonicalize.domains.recode.stamp.enterprise.pv.EnterpriseStampDataLocationCode"
131,17,"応援カードNO",0,false,false,1,"nts.uk.ctx.exio.dom.input.canonicalize.domains.recode.stamp.enterprise.pv.EnterpriseStampDataSupportCardNumber"
131,18,"就業情報端末コード",0,true,false,1,"nts.uk.ctx.at.record.dom.employmentinfoterminal.infoterminal.EmpInfoTerminalCode"
131,201,"打刻区分",0,true,false,1,"nts.uk.ctx.exio.dom.input.canonicalize.domains.recode.stamp.enterprise.pv.EnterpriseStampDataStampAttr"
131,202,"ファンクションNO",1,true,false,1,"nts.uk.ctx.exio.dom.input.canonicalize.domains.recode.stamp.enterprise.pv.EnterpriseStampDataFunctionNo"
131,203,"端末区分",0,true,false,1,"nts.uk.ctx.exio.dom.input.canonicalize.domains.recode.stamp.enterprise.pv.EnterpriseStampDataTerminalAttr"
