INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,ERROR_COUNT,LOCK_INTERVAL,LOCK_OUT_MESSAGE,IS_USE
,,,,,,,,0,"000000000001",0,0," ",0
