INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,SELECTION_ID,HIST_ID,DISPORDER,INIT_SELECTION
,,,,,,,,0,"000000000001","TEN1_COM0_ITEM1_SEL_0000000000000001","TEN1_COM0_HIST_ITEM1_000000000000001",1,1
,,,,,,,,0,"000000000001","TEN1_COM0_ITEM1_SEL_0000000000000002","TEN1_COM0_HIST_ITEM1_000000000000001",2,0
,,,,,,,,0,"000000000001","TEN1_COM0_ITEM1_SEL_0000000000000003","TEN1_COM0_HIST_ITEM1_000000000000001",3,0
,,,,,,,,0,"000000000001","TEN1_COM0_ITEM1_SEL_0000000000000004","TEN1_COM0_HIST_ITEM1_000000000000001",4,0
